EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
28.74	24.7	-4834.72	10.63	8.08	24.46	81.51	24.49	72003	7414.0	7586.0	15000.0
28.75	24.7	-4834.72	10.63	8.08	24.46	81.51	24.5	72004	7415.0	7585.0	15000.0
28.76	24.7	-12928.04	5.35	17.32	16.89	15.46	24.52	72005	7416.0	7584.0	15000.0
28.77	24.7	-12928.04	5.35	17.32	16.89	15.46	24.56	72006	7417.0	7583.0	15000.0
28.78	24.7	-11696.71	1.8	17.93	7.09	5.6	24.59	72007	7418.0	7582.0	15000.0
28.79	24.7	-11696.71	1.8	17.93	7.09	5.6	24.61	72008	7419.0	7581.0	15000.0
28.8	24.7	-11466.86	2.2	18.06	3.97	7.51	24.62	72009	7420.0	7580.0	15000.0
28.81	24.7	-11466.86	2.2	18.06	3.97	7.51	24.61	72010	7421.0	7579.0	15000.0
28.84	24.7	-11408.75	2.25	18.11	5.36	7.18	24.6	72011	7422.0	7578.0	15000.0
28.86	24.7	-11408.75	2.25	18.11	5.36	7.18	24.6	72012	7423.0	7577.0	15000.0
28.89	24.7	-11400.63	2.27	18.08	5.16	8.42	24.61	72013	7424.0	7576.0	15000.0
28.92	24.7	-11400.63	2.27	18.08	5.16	8.42	24.62	72014	7425.0	7575.0	15000.0
28.95	24.7	-11390.38	2.26	18.12	5.2	7.48	24.63	72015	7426.0	7574.0	15000.0
28.98	24.7	-11390.38	2.26	18.12	5.2	7.48	24.64	72016	7427.0	7573.0	15000.0
29.0	24.7	-11389.95	2.33	18.09	5.98	7.97	24.65	72017	7428.0	7572.0	15000.0
29.0	24.7	-11389.95	2.33	18.09	5.98	7.97	24.66	72018	7429.0	7571.0	15000.0
29.0	24.7	-11385.68	2.4	18.1	3.57	8.56	24.67	72019	7430.0	7570.0	15000.0
28.99	24.7	-11385.68	2.4	18.1	3.57	8.56	24.66	72020	7431.0	7569.0	15000.0
28.98	24.7	-11392.94	2.28	18.15	6.38	6.68	24.65	72021	7432.0	7568.0	15000.0
28.97	24.7	-11392.94	2.28	18.15	6.38	6.68	24.67	72022	7433.0	7567.0	15000.0
28.96	24.7	-11390.81	2.32	18.15	5.2	7.16	24.68	72023	7434.0	7566.0	15000.0
28.95	24.7	-11390.81	2.32	18.15	5.2	7.16	24.68	72024	7435.0	7565.0	15000.0
28.94	24.7	-11393.8	2.3	18.07	5.12	8.06	24.68	72025	7436.0	7564.0	15000.0
28.93	24.7	-11393.8	2.3	18.07	5.12	8.06	24.68	72026	7437.0	7563.0	15000.0
28.92	24.7	-11393.8	2.3	18.07	5.12	8.06	24.68	72027	7438.0	7562.0	15000.0
28.91	24.7	-11393.8	2.3	18.07	5.12	8.06	24.68	72028	7439.0	7561.0	15000.0
