EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
38.2	20.0	-698.97	2.65	4.8	-10.13	51.86	28.04	180629	778.0	14222.0	15000.0
38.2	20.0	-698.97	2.65	4.8	-10.13	51.86	28.03	180630	779.0	14221.0	15000.0
38.2	20.0	-9927.49	16.25	13.49	21.15	63.91	28.03	180631	780.0	14220.0	15000.0
38.2	20.0	-9927.49	16.25	13.49	21.15	63.91	28.04	180632	781.0	14219.0	15000.0
38.2	20.0	-12480.28	0.6	20.69	0.38	2.36	28.06	180633	782.0	14218.0	15000.0
38.2	20.0	-12480.28	0.6	20.69	0.38	2.36	28.1	180634	783.0	14217.0	15000.0
38.2	20.0	-10854.61	5.53	18.49	1.46	21.72	28.12	180635	784.0	14216.0	15000.0
38.2	20.0	-10854.61	5.53	18.49	1.46	21.72	28.12	180636	785.0	14215.0	15000.0
38.2	20.0	-10854.61	5.53	18.49	1.46	21.72	28.12	180637	786.0	14214.0	15000.0
38.2	20.0	-10854.61	5.53	18.49	1.46	21.72	28.12	180638	787.0	14213.0	15000.0
38.4	20.0	-10854.61	5.53	18.49	1.46	21.72	28.12	180639	788.0	14212.0	15000.0
38.4	20.0	-10854.61	5.53	18.49	1.46	21.72	28.11	180640	789.0	14211.0	15000.0
38.4	20.0	-10845.64	6.02	18.43	1.25	23.62	28.11	180641	790.0	14210.0	15000.0
38.4	20.0	-10845.64	6.02	18.43	1.25	23.62	28.12	180642	791.0	14209.0	15000.0
38.4	20.0	-10857.6	6.38	18.43	1.8	24.62	28.14	180643	792.0	14208.0	15000.0
38.4	20.0	-10857.6	6.38	18.43	1.8	24.62	28.14	180644	793.0	14207.0	15000.0
38.4	20.0	-10890.07	6.61	18.44	1.72	25.51	28.14	180645	794.0	14206.0	15000.0
38.4	20.0	-10890.07	6.61	18.44	1.72	25.51	28.16	180646	795.0	14205.0	15000.0
38.4	20.0	-10904.6	6.72	18.45	2.78	26.32	28.18	180647	796.0	14204.0	15000.0
38.4	20.0	-10904.6	6.72	18.45	2.78	26.32	28.19	180648	797.0	14203.0	15000.0
38.3	20.0	-10927.67	6.96	18.39	3.63	28.24	28.2	180649	798.0	14202.0	15000.0
38.3	20.0	-10927.67	6.96	18.39	3.63	28.24	28.2	180650	799.0	14201.0	15000.0
38.3	20.0	-10939.21	6.97	18.44	2.05	26.66	28.21	180651	800.0	14200.0	15000.0
38.3	20.0	-10939.21	6.97	18.44	2.05	26.66	28.22	180652	801.0	14199.0	15000.0
38.3	20.0	-10940.92	6.94	18.51	2.33	25.6	28.23	180653	802.0	14198.0	15000.0
38.3	20.0	-10940.92	6.94	18.51	2.33	25.6	28.24	180654	803.0	14197.0	15000.0
38.3	20.0	-10952.02	6.97	18.47	3.55	26.72	28.25	180655	804.0	14196.0	15000.0
38.3	20.0	-10952.02	6.97	18.47	3.55	26.72	28.27	180656	805.0	14195.0	15000.0
38.3	20.0	-10946.9	7.05	18.48	1.81	26.3	28.28	180657	806.0	14194.0	15000.0
38.3	20.0	-10946.9	7.05	18.48	1.81	26.3	28.28	180658	807.0	14193.0	15000.0
37.9	20.0	-10954.16	7.11	18.39	1.97	28.71	28.27	180659	808.0	14192.0	15000.0
37.9	20.0	-10954.16	7.11	18.39	1.97	28.71	28.27	180660	809.0	14191.0	15000.0
37.9	20.0	-10951.17	7.04	18.45	2.27	26.92	28.28	180661	810.0	14190.0	15000.0
37.9	20.0	-10951.17	7.04	18.45	2.27	26.92	28.3	180662	811.0	14189.0	15000.0
37.9	20.0	-10953.73	7.09	18.45	2.19	27.1	28.31	180663	812.0	14188.0	15000.0
37.9	20.0	-10953.73	7.09	18.45	2.19	27.1	28.31	180664	813.0	14187.0	15000.0
37.9	20.0	-10956.3	7.13	18.43	3.63	28.28	28.32	180665	814.0	14186.0	15000.0
37.9	20.0	-10956.3	7.13	18.43	3.63	28.28	28.32	180666	815.0	14185.0	15000.0
37.9	20.0	-10955.01	7.09	18.45	4.07	27.05	28.33	180667	816.0	14184.0	15000.0
37.9	20.0	-10955.01	7.09	18.45	4.07	27.05	28.34	180668	817.0	14183.0	15000.0
37.6	20.0	-10959.29	7.08	18.41	2.4	27.81	28.35	180669	818.0	14182.0	15000.0
37.6	20.0	-10959.29	7.08	18.41	2.4	27.81	28.35	180670	819.0	14181.0	15000.0
37.6	20.0	-10956.3	7.12	18.5	1.53	25.69	28.35	180671	820.0	14180.0	15000.0
37.6	20.0	-10956.3	7.12	18.5	1.53	25.69	28.35	180672	821.0	14179.0	15000.0
37.6	20.0	-10956.3	7.12	18.5	1.53	25.69	28.35	180673	822.0	14178.0	15000.0
37.6	20.0	-10956.3	7.12	18.5	1.53	25.69	28.35	180674	823.0	14177.0	15000.0
37.6	20.0	-10958.86	7.16	18.43	2.52	27.89	28.35	180675	824.0	14176.0	15000.0
