EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
70.4	20.2	-1585.08	4.58	4.83	22.93	82.28	33.69	148669	380.0	14620.0	15000.0
70.4	20.2	-1585.08	4.58	4.83	22.93	82.28	33.69	148670	381.0	14619.0	15000.0
70.4	20.2	-10187.25	4.77	17.77	-0.21	19.63	33.69	148671	382.0	14618.0	15000.0
70.4	20.2	-10187.25	4.77	17.77	-0.21	19.63	33.69	148672	383.0	14617.0	15000.0
70.4	20.2	-8970.03	4.16	15.38	1.0	19.83	33.69	148673	384.0	14616.0	15000.0
70.4	20.2	-8970.03	4.16	15.38	1.0	19.83	33.71	148674	385.0	14615.0	15000.0
70.4	20.2	-8299.68	7.6	14.05	3.66	38.44	33.73	148675	386.0	14614.0	15000.0
70.4	20.2	-8299.68	7.6	14.05	3.66	38.44	33.73	148676	387.0	14613.0	15000.0
70.4	20.2	-8306.09	9.25	13.66	6.18	47.83	33.74	148677	388.0	14612.0	15000.0
70.4	20.2	-8306.09	9.25	13.66	6.18	47.83	33.75	148678	389.0	14611.0	15000.0
70.2	20.2	-8413.76	10.35	13.48	9.08	53.3	33.77	148679	390.0	14610.0	15000.0
70.2	20.2	-8413.76	10.35	13.48	9.08	53.3	33.78	148680	391.0	14609.0	15000.0
70.2	20.2	-8507.32	11.09	13.52	11.27	55.08	33.79	148681	392.0	14608.0	15000.0
70.2	20.2	-8507.32	11.09	13.52	11.27	55.08	33.82	148682	393.0	14607.0	15000.0
70.2	20.2	-8586.36	11.68	13.41	11.34	59.74	33.85	148683	394.0	14606.0	15000.0
70.2	20.2	-8586.36	11.68	13.41	11.34	59.74	33.87	148684	395.0	14605.0	15000.0
70.2	20.2	-8645.75	12.11	13.46	11.64	60.12	33.89	148685	396.0	14604.0	15000.0
70.2	20.2	-8645.75	12.11	13.46	11.64	60.12	33.91	148686	397.0	14603.0	15000.0
70.2	20.2	-8686.34	12.43	13.45	12.92	63.02	33.92	148687	398.0	14602.0	15000.0
70.2	20.2	-8686.34	12.43	13.45	12.92	63.02	33.94	148688	399.0	14601.0	15000.0
68.9	20.2	-8722.65	12.68	13.56	11.29	63.2	33.96	148689	400.0	14600.0	15000.0
68.9	20.2	-8722.65	12.68	13.56	11.29	63.2	33.99	148690	401.0	14599.0	15000.0
68.9	20.2	-8750.85	12.87	13.55	11.59	64.87	34.03	148691	402.0	14598.0	15000.0
68.9	20.2	-8750.85	12.87	13.55	11.59	64.87	34.06	148692	403.0	14597.0	15000.0
68.9	20.2	-8766.66	12.9	13.59	12.2	64.95	34.08	148693	404.0	14596.0	15000.0
68.9	20.2	-8766.66	12.9	13.59	12.2	64.95	34.11	148694	405.0	14595.0	15000.0
68.9	20.2	-8780.33	13.06	13.56	12.1	64.56	34.14	148695	406.0	14594.0	15000.0
