EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
44.0	19.8	-1584.23	4.66	4.81	25.55	80.82	29.51	105167	384.0	14616.0	15000.0
44.0	19.8	-1584.23	4.66	4.81	25.55	80.82	29.51	105168	385.0	14615.0	15000.0
44.0	19.8	-9956.97	6.61	17.31	2.27	26.78	29.52	105169	386.0	14614.0	15000.0
44.0	19.8	-9956.97	6.61	17.31	2.27	26.78	29.53	105170	387.0	14613.0	15000.0
44.0	19.8	-9465.64	1.63	16.14	-0.18	8.81	29.55	105171	388.0	14612.0	15000.0
44.0	19.8	-9465.64	1.63	16.14	-0.18	8.81	29.57	105172	389.0	14611.0	15000.0
44.0	19.8	-8535.09	5.99	14.62	2.83	29.05	29.59	105173	390.0	14610.0	15000.0
44.0	19.8	-8535.09	5.99	14.62	2.83	29.05	29.59	105174	391.0	14609.0	15000.0
44.0	19.8	-8535.09	5.99	14.62	2.83	29.05	29.59	105175	392.0	14608.0	15000.0
44.0	19.8	-8535.09	5.99	14.62	2.83	29.05	29.59	105176	393.0	14607.0	15000.0
44.0	19.8	-8573.97	6.69	14.67	2.81	30.98	29.59	105177	394.0	14606.0	15000.0
44.0	19.8	-8573.97	6.69	14.67	2.81	30.98	29.59	105178	395.0	14605.0	15000.0
43.9	19.8	-8573.97	6.69	14.67	2.81	30.98	29.59	105179	396.0	14604.0	15000.0
43.9	19.8	-8573.97	6.69	14.67	2.81	30.98	29.61	105180	397.0	14603.0	15000.0
43.9	19.8	-8664.98	7.48	14.72	4.58	35.96	29.64	105181	398.0	14602.0	15000.0
43.9	19.8	-8664.98	7.48	14.72	4.58	35.96	29.65	105182	399.0	14601.0	15000.0
43.9	19.8	-8709.41	7.74	14.76	5.29	37.7	29.66	105183	400.0	14600.0	15000.0
43.9	19.8	-8709.41	7.74	14.76	5.29	37.7	29.67	105184	401.0	14599.0	15000.0
43.9	19.8	-8735.9	8.06	14.81	3.83	37.11	29.68	105185	402.0	14598.0	15000.0
43.9	19.8	-8735.9	8.06	14.81	3.83	37.11	29.69	105186	403.0	14597.0	15000.0
43.9	19.8	-8746.15	8.14	14.79	3.75	39.3	29.7	105187	404.0	14596.0	15000.0
43.9	19.8	-8746.15	8.14	14.79	3.75	39.3	29.71	105188	405.0	14595.0	15000.0
43.4	19.8	-8765.38	8.28	14.74	3.03	40.71	29.73	105189	406.0	14594.0	15000.0
43.4	19.8	-8765.38	8.28	14.74	3.03	40.71	29.74	105190	407.0	14593.0	15000.0
43.4	19.8	-8777.77	8.34	14.84	4.13	38.88	29.75	105191	408.0	14592.0	15000.0
43.4	19.8	-8777.77	8.34	14.84	4.13	38.88	29.77	105192	409.0	14591.0	15000.0
43.4	19.8	-8782.04	8.38	14.86	5.6	40.21	29.79	105193	410.0	14590.0	15000.0
43.4	19.8	-8782.04	8.38	14.86	5.6	40.21	29.81	105194	411.0	14589.0	15000.0
43.4	19.8	-8789.3	8.51	14.83	3.52	40.41	29.82	105195	412.0	14588.0	15000.0
43.4	19.8	-8789.3	8.51	14.83	3.52	40.41	29.83	105196	413.0	14587.0	15000.0
43.4	19.8	-8797.0	8.54	14.87	4.31	39.23	29.84	105197	414.0	14586.0	15000.0
43.4	19.8	-8797.0	8.54	14.87	4.31	39.23	29.85	105198	415.0	14585.0	15000.0
42.7	19.8	-8802.98	8.48	14.87	5.59	40.15	29.87	105199	416.0	14584.0	15000.0
42.7	19.8	-8802.98	8.48	14.87	5.59	40.15	29.89	105200	417.0	14583.0	15000.0
42.7	19.8	-8797.0	8.56	14.78	3.8	42.04	29.9	105201	418.0	14582.0	15000.0
42.7	19.8	-8797.0	8.56	14.78	3.8	42.04	29.92	105202	419.0	14581.0	15000.0
42.7	19.8	-8807.68	8.54	14.89	4.98	39.94	29.93	105203	420.0	14580.0	15000.0
42.7	19.8	-8807.68	8.54	14.89	4.98	39.94	29.95	105204	421.0	14579.0	15000.0
42.7	19.8	-8805.54	8.52	14.8	5.16	41.45	29.97	105205	422.0	14578.0	15000.0
42.7	19.8	-8805.54	8.52	14.8	5.16	41.45	29.97	105206	423.0	14577.0	15000.0
42.7	19.8	-8805.54	8.52	14.8	5.16	41.45	29.97	105207	424.0	14576.0	15000.0
42.7	19.8	-8805.54	8.52	14.8	5.16	41.45	29.98	105208	425.0	14575.0	15000.0
42.2	19.8	-8802.55	8.58	14.88	4.03	40.66	29.99	105209	426.0	14574.0	15000.0
42.2	19.8	-8802.55	8.58	14.88	4.03	40.66	30.0	105210	427.0	14573.0	15000.0
42.2	19.8	-8807.25	8.6	14.89	4.08	40.4	30.01	105211	428.0	14572.0	15000.0
