EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
106.5	23.8	-3769.59	8.77	7.26	22.74	81.67	36.35	8995	4968.0	10032.0	15000.0
106.46	23.8	-3769.59	8.77	7.26	22.74	81.67	36.35	8996	4969.0	10031.0	15000.0
106.41	23.8	-7089.29	-0.16	11.62	0.43	-1.25	36.36	8997	4970.0	10030.0	15000.0
106.36	23.8	-7089.29	-0.16	11.62	0.43	-1.25	36.36	8998	4971.0	10029.0	15000.0
106.3	23.9	-6329.65	0.18	10.56	0.1	0.82	36.36	8999	4972.0	10028.0	15000.0
106.23	23.9	-6329.65	0.18	10.56	0.1	0.82	36.36	9000	4973.0	10027.0	15000.0
106.15	23.9	-6030.58	0.49	10.27	0.01	3.43	36.37	9001	4974.0	10026.0	15000.0
106.06	23.9	-6030.58	0.49	10.27	0.01	3.43	36.38	9002	4975.0	10025.0	15000.0
105.95	23.9	-5938.29	0.61	10.16	-0.27	4.48	36.39	9003	4976.0	10024.0	15000.0
105.83	23.9	-5938.29	0.61	10.16	-0.27	4.48	36.38	9004	4977.0	10023.0	15000.0
105.69	23.9	-5919.07	0.66	10.18	-1.06	4.09	36.37	9005	4978.0	10022.0	15000.0
105.53	23.9	-5919.07	0.66	10.18	-1.06	4.09	36.37	9006	4979.0	10021.0	15000.0
105.34	23.9	-5919.07	0.66	10.18	-1.06	4.09	36.37	9007	4980.0	10020.0	15000.0
105.13	23.9	-5919.07	0.66	10.18	-1.06	4.09	36.39	9008	4981.0	10019.0	15000.0
104.9	24.0	-5912.66	0.64	10.16	0.41	4.0	36.4	9009	4982.0	10018.0	15000.0
104.65	24.0	-5912.66	0.64	10.16	0.41	4.0	36.39	9010	4983.0	10017.0	15000.0
104.4	24.0	-5909.24	0.63	10.13	0.49	4.68	36.38	9011	4984.0	10016.0	15000.0
104.14	24.0	-5909.24	0.63	10.13	0.49	4.68	36.38	9012	4985.0	10015.0	15000.0
103.87	24.0	-5913.94	0.61	10.14	0.18	4.07	36.38	9013	4986.0	10014.0	15000.0
103.6	24.0	-5913.94	0.61	10.14	0.18	4.07	36.4	9014	4987.0	10013.0	15000.0
103.33	24.0	-5906.68	0.63	10.15	0.44	4.41	36.41	9015	4988.0	10012.0	15000.0
103.05	24.0	-5906.68	0.63	10.15	0.44	4.41	36.4	9016	4989.0	10011.0	15000.0
102.77	24.0	-5904.54	0.63	10.14	-0.16	4.17	36.39	9017	4990.0	10010.0	15000.0
102.49	24.0	-5904.54	0.63	10.14	-0.16	4.17	36.4	9018	4991.0	10009.0	15000.0
102.2	23.8	-5909.24	0.6	10.12	0.44	4.25	36.4	9019	4992.0	10008.0	15000.0
101.91	23.8	-5909.24	0.6	10.12	0.44	4.25	36.39	9020	4993.0	10007.0	15000.0
101.62	23.8	-5911.8	0.63	10.15	0.37	4.13	36.38	9021	4994.0	10006.0	15000.0
101.33	23.8	-5911.8	0.63	10.15	0.37	4.13	36.39	9022	4995.0	10005.0	15000.0
101.04	23.8	-5911.38	0.65	10.15	0.09	3.6	36.4	9023	4996.0	10004.0	15000.0
100.75	23.8	-5911.38	0.65	10.15	0.09	3.6	36.4	9024	4997.0	10003.0	15000.0
100.46	23.8	-5907.1	0.62	10.15	0.59	3.72	36.39	9025	4998.0	10002.0	15000.0
100.17	23.8	-5907.1	0.62	10.15	0.59	3.72	36.38	9026	4999.0	10001.0	15000.0
99.88	23.8	-5906.25	0.61	10.13	0.46	4.55	36.37	9027	5000.0	10000.0	15000.0
99.59	23.8	-5906.25	0.61	10.13	0.46	4.55	36.38	9028	5001.0	9999.0	15000.0
99.3	23.8	-5907.96	0.64	10.12	-0.68	3.87	36.39	9029	5002.0	9998.0	15000.0
99.01	23.8	-5907.96	0.64	10.12	-0.68	3.87	36.37	9030	5003.0	9997.0	15000.0
98.72	23.8	-5909.67	0.62	10.14	0.46	3.93	36.36	9031	5004.0	9996.0	15000.0
98.43	23.8	-5909.67	0.62	10.14	0.46	3.93	36.37	9032	5005.0	9995.0	15000.0
98.14	23.8	-5116.7	2.77	9.1	0.24	22.49	36.37	9033	5006.0	9994.0	15000.0
97.85	23.8	-5116.7	2.77	9.1	0.24	22.49	36.36	9034	5007.0	9993.0	15000.0
97.56	23.8	-4959.04	4.78	9.06	4.74	38.93	36.36	9035	5008.0	9992.0	15000.0
97.27	23.8	-4959.04	4.78	9.06	4.74	38.93	36.36	9036	5009.0	9991.0	15000.0
96.98	23.8	-4959.04	4.78	9.06	4.74	38.93	36.36	9037	5010.0	9990.0	15000.0
96.69	23.8	-4959.04	4.78	9.06	4.74	38.93	36.36	9038	5011.0	9989.0	15000.0
96.4	24.0	-5130.37	6.3	9.1	9.75	50.21	36.36	9039	5012.0	9988.0	15000.0
96.15	24.0	-5130.37	6.3	9.1	9.75	50.21	36.36	9040	5013.0	9987.0	15000.0
95.97	24.0	-5316.22	7.26	9.11	11.65	59.73	36.37	9041	5014.0	9986.0	15000.0
95.83	24.0	-5316.22	7.26	9.11	11.65	59.73	36.38	9042	5015.0	9985.0	15000.0
95.74	24.0	-5490.11	8.1	9.34	14.06	65.06	36.39	9043	5016.0	9984.0	15000.0
95.68	24.0	-5490.11	8.1	9.34	14.06	65.06	36.41	9044	5017.0	9983.0	15000.0
95.62	24.0	-5613.16	8.69	9.49	10.73	69.07	36.43	9045	5018.0	9982.0	15000.0
95.56	24.0	-5613.16	8.69	9.49	10.73	69.07	36.44	9046	5019.0	9981.0	15000.0
95.48	24.0	-5709.29	9.07	9.77	14.17	68.11	36.46	9047	5020.0	9980.0	15000.0
95.36	24.0	-5709.29	9.07	9.77	14.17	68.11	36.48	9048	5021.0	9979.0	15000.0
95.2	24.0	-5772.95	9.28	9.76	14.29	72.38	36.52	9049	5022.0	9978.0	15000.0
95.0	24.0	-5772.95	9.28	9.76	14.29	72.38	36.57	9050	5023.0	9977.0	15000.0
94.78	24.0	-5845.15	9.62	9.88	11.57	73.64	36.62	9051	5024.0	9976.0	15000.0
94.55	24.0	-5845.15	9.62	9.88	11.57	73.64	36.66	9052	5025.0	9975.0	15000.0
94.32	24.0	-5863.95	9.63	9.84	13.18	76.67	36.7	9053	5026.0	9974.0	15000.0
94.08	24.0	-5863.95	9.63	9.84	13.18	76.67	36.74	9054	5027.0	9973.0	15000.0
93.84	24.0	-5878.05	9.71	9.99	14.15	73.21	36.78	9055	5028.0	9972.0	15000.0
93.61	24.0	-5878.05	9.71	9.99	14.15	73.21	36.82	9056	5029.0	9971.0	15000.0
93.39	24.0	-5890.01	9.71	9.89	13.09	76.7	36.85	9057	5030.0	9970.0	15000.0
93.18	24.0	-5890.01	9.71	9.89	13.09	76.7	36.88	9058	5031.0	9969.0	15000.0
93.0	24.0	-5898.99	9.75	9.93	13.83	75.06	36.91	9059	5032.0	9968.0	15000.0
92.83	24.0	-5898.99	9.75	9.93	13.83	75.06	36.94	9060	5033.0	9967.0	15000.0
92.66	24.0	-5906.25	9.78	9.95	14.59	75.1	36.98	9061	5034.0	9966.0	15000.0
92.5	24.0	-5906.25	9.78	9.95	14.59	75.1	37.03	9062	5035.0	9965.0	15000.0
92.34	24.0	-5908.38	9.89	9.93	13.18	74.62	37.08	9063	5036.0	9964.0	15000.0
92.18	24.0	-5908.38	9.89	9.93	13.18	74.62	37.08	9064	5037.0	9963.0	15000.0
92.04	24.0	-5908.38	9.89	9.93	13.18	74.62	37.08	9065	5038.0	9962.0	15000.0
91.89	24.0	-5908.38	9.89	9.93	13.18	74.62	37.12	9066	5039.0	9961.0	15000.0
91.76	24.0	-5908.81	9.88	10.08	14.07	72.01	37.16	9067	5040.0	9960.0	15000.0
91.62	24.0	-5908.81	9.88	10.08	14.07	72.01	37.18	9068	5041.0	9959.0	15000.0
91.5	24.0	-5903.69	9.87	9.94	14.08	75.1	37.21	9069	5042.0	9958.0	15000.0
91.38	24.0	-5903.69	9.87	9.94	14.08	75.1	37.26	9070	5043.0	9957.0	15000.0
91.26	24.0	-5908.38	9.83	9.91	11.45	75.59	37.32	9071	5044.0	9956.0	15000.0
91.15	24.0	-5908.38	9.83	9.91	11.45	75.59	37.35	9072	5045.0	9955.0	15000.0
91.04	24.0	-5908.38	9.81	9.98	14.14	74.51	37.39	9073	5046.0	9954.0	15000.0
90.93	24.0	-5908.38	9.81	9.98	14.14	74.51	37.44	9074	5047.0	9953.0	15000.0
90.83	24.0	-5912.66	9.93	9.97	11.74	74.39	37.48	9075	5048.0	9952.0	15000.0
90.74	24.0	-5912.66	9.93	9.97	11.74	74.39	37.51	9076	5049.0	9951.0	15000.0
90.65	24.0	-5908.81	9.85	9.98	14.5	75.13	37.55	9077	5050.0	9950.0	15000.0
