EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
116.48	24.3	-18.37	0.0	0.0	0.0	54.67	42.22	24377	5770.0	9230.0	15000.0
116.44	24.3	-18.37	0.0	0.0	0.0	54.67	42.22	24378	5771.0	9229.0	15000.0
116.4	24.2	-7181.58	1.14	12.26	-0.08	5.46	42.23	24379	5772.0	9228.0	15000.0
116.36	24.2	-7181.58	1.14	12.26	-0.08	5.46	42.23	24380	5773.0	9227.0	15000.0
116.32	24.2	-6576.6	-0.13	10.63	0.21	-1.16	42.23	24381	5774.0	9226.0	15000.0
116.28	24.2	-6576.6	-0.13	10.63	0.21	-1.16	42.23	24382	5775.0	9225.0	15000.0
116.23	24.2	-6099.79	0.41	10.23	0.1	1.9	42.23	24383	5776.0	9224.0	15000.0
116.18	24.2	-6099.79	0.41	10.23	0.1	1.9	42.25	24384	5777.0	9223.0	15000.0
116.13	24.2	-5966.06	0.56	10.1	0.43	3.3	42.27	24385	5778.0	9222.0	15000.0
116.06	24.2	-5966.06	0.56	10.1	0.43	3.3	42.27	24386	5779.0	9221.0	15000.0
115.99	24.2	-5924.19	0.6	10.03	0.37	3.74	42.26	24387	5780.0	9220.0	15000.0
115.9	24.2	-5924.19	0.6	10.03	0.37	3.74	42.27	24388	5781.0	9219.0	15000.0
115.8	24.2	-5913.94	0.6	10.04	0.33	3.64	42.27	24389	5782.0	9218.0	15000.0
115.67	24.2	-5913.94	0.6	10.04	0.33	3.64	42.26	24390	5783.0	9217.0	15000.0
115.51	24.2	-5916.08	0.58	10.03	0.4	4.0	42.26	24391	5784.0	9216.0	15000.0
115.32	24.2	-5916.08	0.58	10.03	0.4	4.0	42.27	24392	5785.0	9215.0	15000.0
115.1	24.2	-5913.51	0.62	10.03	0.3	3.66	42.28	24393	5786.0	9214.0	15000.0
114.86	24.2	-5913.51	0.62	10.03	0.3	3.66	42.28	24394	5787.0	9213.0	15000.0
114.6	24.2	-5911.8	0.63	9.99	-0.15	4.51	42.28	24395	5788.0	9212.0	15000.0
114.34	24.2	-5911.8	0.63	9.99	-0.15	4.51	42.28	24396	5789.0	9211.0	15000.0
114.06	24.2	-5915.22	0.6	10.04	0.59	3.42	42.27	24397	5790.0	9210.0	15000.0
113.78	24.2	-5915.22	0.6	10.04	0.59	3.42	42.28	24398	5791.0	9209.0	15000.0
113.5	24.3	-5916.08	0.62	10.06	0.06	3.17	42.29	24399	5792.0	9208.0	15000.0
113.22	24.3	-5916.08	0.62	10.06	0.06	3.17	42.28	24400	5793.0	9207.0	15000.0
112.94	24.3	-5912.66	0.63	10.01	-0.48	4.23	42.27	24401	5794.0	9206.0	15000.0
112.66	24.3	-5912.66	0.63	10.01	-0.48	4.23	42.27	24402	5795.0	9205.0	15000.0
112.38	24.3	-5912.66	0.63	10.01	-0.48	4.23	42.27	24403	5796.0	9204.0	15000.0
112.09	24.3	-5912.66	0.63	10.01	-0.48	4.23	42.27	24404	5797.0	9203.0	15000.0
111.81	24.3	-5911.8	0.6	10.0	-0.26	4.18	42.28	24405	5798.0	9202.0	15000.0
111.53	24.3	-5911.8	0.6	10.0	-0.26	4.18	42.27	24406	5799.0	9201.0	15000.0
111.25	24.3	-5919.07	0.59	10.0	0.32	4.14	42.26	24407	5800.0	9200.0	15000.0
110.97	24.3	-5919.07	0.59	10.0	0.32	4.14	42.27	24408	5801.0	9199.0	15000.0
110.7	24.2	-5918.21	0.59	10.0	0.42	4.22	42.28	24409	5802.0	9198.0	15000.0
110.43	24.2	-5918.21	0.59	10.0	0.42	4.22	42.26	24410	5803.0	9197.0	15000.0
110.16	24.2	-5905.82	0.59	10.01	0.61	3.87	42.25	24411	5804.0	9196.0	15000.0
109.89	24.2	-5905.82	0.59	10.01	0.61	3.87	42.26	24412	5805.0	9195.0	15000.0
109.62	24.2	-5915.65	0.64	10.05	-0.38	3.25	42.27	24413	5806.0	9194.0	15000.0
109.35	24.2	-5915.65	0.64	10.05	-0.38	3.25	42.27	24414	5807.0	9193.0	15000.0
109.08	24.2	-5294.01	2.06	9.32	-1.05	15.92	42.26	24415	5808.0	9192.0	15000.0
108.81	24.2	-5294.01	2.06	9.32	-1.05	15.92	42.25	24416	5809.0	9191.0	15000.0
108.54	24.2	-4946.23	4.62	8.9	2.87	38.11	42.24	24417	5810.0	9190.0	15000.0
108.27	24.2	-4946.23	4.62	8.9	2.87	38.11	42.24	24418	5811.0	9189.0	15000.0
108.0	24.2	-5089.78	6.13	8.97	8.74	49.41	42.25	24419	5812.0	9188.0	15000.0
107.73	24.2	-5089.78	6.13	8.97	8.74	49.41	42.25	24420	5813.0	9187.0	15000.0
107.46	24.2	-5294.86	7.21	9.13	11.4	57.26	42.26	24421	5814.0	9186.0	15000.0
107.2	24.2	-5294.86	7.21	9.13	11.4	57.26	42.26	24422	5815.0	9185.0	15000.0
106.93	24.2	-5455.5	8.0	9.36	12.98	61.03	42.27	24423	5816.0	9184.0	15000.0
106.67	24.2	-5455.5	8.0	9.36	12.98	61.03	42.28	24424	5817.0	9183.0	15000.0
106.41	24.2	-5591.8	8.61	9.48	11.41	66.83	42.3	24425	5818.0	9182.0	15000.0
106.15	24.2	-5591.8	8.61	9.48	11.41	66.83	42.35	24426	5819.0	9181.0	15000.0
105.9	24.2	-5760.56	9.26	9.69	12.85	73.39	42.4	24427	5820.0	9180.0	15000.0
105.65	24.2	-5760.56	9.26	9.69	12.85	73.39	42.4	24428	5821.0	9179.0	15000.0
105.4	24.3	-5760.56	9.26	9.69	12.85	73.39	42.4	24429	5822.0	9178.0	15000.0
105.16	24.3	-5760.56	9.26	9.69	12.85	73.39	42.42	24430	5823.0	9177.0	15000.0
104.94	24.3	-5810.12	9.55	9.88	12.12	70.59	42.43	24431	5824.0	9176.0	15000.0
104.74	24.3	-5810.12	9.55	9.88	12.12	70.59	42.43	24432	5825.0	9175.0	15000.0
104.54	24.3	-5810.12	9.55	9.88	12.12	70.59	42.43	24433	5826.0	9174.0	15000.0
104.36	24.3	-5810.12	9.55	9.88	12.12	70.59	42.46	24434	5827.0	9173.0	15000.0
104.18	24.3	-5842.59	9.57	9.84	13.48	73.86	42.49	24435	5828.0	9172.0	15000.0
104.01	24.3	-5842.59	9.57	9.84	13.48	73.86	42.53	24436	5829.0	9171.0	15000.0
103.84	24.3	-5863.52	9.66	9.9	14.76	73.35	42.57	24437	5830.0	9170.0	15000.0
103.67	24.3	-5863.52	9.66	9.9	14.76	73.35	42.63	24438	5831.0	9169.0	15000.0
103.5	24.3	-5891.72	9.85	9.88	12.29	75.78	42.69	24439	5832.0	9168.0	15000.0
103.33	24.3	-5891.72	9.85	9.88	12.29	75.78	42.75	24440	5833.0	9167.0	15000.0
103.16	24.3	-5898.13	9.81	9.88	13.27	76.67	42.8	24441	5834.0	9166.0	15000.0
103.0	24.3	-5898.13	9.81	9.88	13.27	76.67	42.82	24442	5835.0	9165.0	15000.0
102.83	24.3	-5906.25	9.82	9.87	12.74	75.92	42.84	24443	5836.0	9164.0	15000.0
102.68	24.3	-5906.25	9.82	9.87	12.74	75.92	42.89	24444	5837.0	9163.0	15000.0
102.52	24.3	-5911.8	9.93	9.87	11.18	74.68	42.94	24445	5838.0	9162.0	15000.0
102.38	24.3	-5911.8	9.93	9.87	11.18	74.68	42.98	24446	5839.0	9161.0	15000.0
102.24	24.3	-5910.09	9.88	9.96	15.22	73.97	43.01	24447	5840.0	9160.0	15000.0
102.12	24.3	-5910.09	9.88	9.96	15.22	73.97	43.04	24448	5841.0	9159.0	15000.0
102.0	24.3	-5901.55	9.92	9.87	12.74	76.09	43.07	24449	5842.0	9158.0	15000.0
101.89	24.3	-5901.55	9.92	9.87	12.74	76.09	43.12	24450	5843.0	9157.0	15000.0
101.79	24.3	-5908.81	9.87	9.88	12.47	75.09	43.18	24451	5844.0	9156.0	15000.0
101.7	24.3	-5908.81	9.87	9.88	12.47	75.09	43.21	24452	5845.0	9155.0	15000.0
101.62	24.3	-5910.09	9.9	9.91	13.01	74.29	43.24	24453	5846.0	9154.0	15000.0
