EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
69.99	24.4	-8.97	0.0	0.0	0.0	27.61	34.06	34065	6918.0	8082.0	15000.0
70.0	24.4	-8.97	0.0	0.0	0.0	27.61	34.04	34066	6919.0	8081.0	15000.0
70.01	24.4	-9209.29	8.54	15.94	4.26	34.93	34.02	34067	6920.0	8080.0	15000.0
70.01	24.4	-9209.29	8.54	15.94	4.26	34.93	34.02	34068	6921.0	8079.0	15000.0
70.0	24.5	-9209.29	8.54	15.94	4.26	34.93	34.02	34069	6922.0	8078.0	15000.0
69.99	24.5	-9209.29	8.54	15.94	4.26	34.93	34.02	34070	6923.0	8077.0	15000.0
69.99	24.5	-9632.69	-0.57	15.7	0.25	-2.59	34.03	34071	6924.0	8076.0	15000.0
69.98	24.5	-9632.69	-0.57	15.7	0.25	-2.59	34.05	34072	6925.0	8075.0	15000.0
69.97	24.5	-8845.27	0.52	14.86	0.39	2.23	34.06	34073	6926.0	8074.0	15000.0
69.95	24.5	-8845.27	0.52	14.86	0.39	2.23	34.06	34074	6927.0	8073.0	15000.0
69.91	24.5	-8521.42	1.04	14.52	0.01	4.58	34.07	34075	6928.0	8072.0	15000.0
69.85	24.5	-8521.42	1.04	14.52	0.01	4.58	34.07	34076	6929.0	8071.0	15000.0
69.76	24.5	-8500.91	1.06	14.48	-0.41	4.29	34.08	34077	6930.0	8070.0	15000.0
69.65	24.5	-8500.91	1.06	14.48	-0.41	4.29	34.08	34078	6931.0	8069.0	15000.0
69.5	24.5	-8490.23	1.08	14.51	0.04	4.96	34.08	34079	6932.0	8068.0	15000.0
69.33	24.5	-8490.23	1.08	14.51	0.04	4.96	34.09	34080	6933.0	8067.0	15000.0
69.15	24.5	-8482.97	1.1	14.47	0.0	5.4	34.1	34081	6934.0	8066.0	15000.0
68.96	24.5	-8482.97	1.1	14.47	0.0	5.4	34.1	34082	6935.0	8065.0	15000.0
68.76	24.5	-8485.96	1.09	14.48	-0.26	4.85	34.09	34083	6936.0	8064.0	15000.0
68.57	24.5	-8485.96	1.09	14.48	-0.26	4.85	34.09	34084	6937.0	8063.0	15000.0
68.37	24.5	-8489.38	1.07	14.5	-0.48	4.21	34.09	34085	6938.0	8062.0	15000.0
68.17	24.5	-8489.38	1.07	14.5	-0.48	4.21	34.1	34086	6939.0	8061.0	15000.0
