EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
57.08	19.7	-0.85	0.0	0.0	0.0	27.95	30.96	179191	506.0	14494.0	15000.0
57.06	19.7	-0.85	0.0	0.0	0.0	27.95	30.94	179192	507.0	14493.0	15000.0
57.04	19.7	-8869.2	12.35	14.26	13.21	53.01	30.91	179193	508.0	14492.0	15000.0
57.02	19.7	-8869.2	12.35	14.26	13.21	53.01	30.91	179194	509.0	14491.0	15000.0
57.0	19.7	-9612.61	1.9	16.34	-0.15	7.89	30.92	179195	510.0	14490.0	15000.0
56.97	19.7	-9612.61	1.9	16.34	-0.15	7.89	30.94	179196	511.0	14489.0	15000.0
56.95	19.7	-8495.79	5.96	14.42	2.26	29.97	30.95	179197	512.0	14488.0	15000.0
56.92	19.7	-8495.79	5.96	14.42	2.26	29.97	30.95	179198	513.0	14487.0	15000.0
56.9	19.7	-8365.48	7.76	14.17	5.03	38.97	30.96	179199	514.0	14486.0	15000.0
56.88	19.7	-8365.48	7.76	14.17	5.03	38.97	30.97	179200	515.0	14485.0	15000.0
56.85	19.7	-8432.13	8.83	14.09	6.85	44.33	30.98	179201	516.0	14484.0	15000.0
56.82	19.7	-8432.13	8.83	14.09	6.85	44.33	31.0	179202	517.0	14483.0	15000.0
56.79	19.7	-8517.58	9.64	13.99	7.75	47.26	31.01	179203	518.0	14482.0	15000.0
56.75	19.7	-8517.58	9.64	13.99	7.75	47.26	31.03	179204	519.0	14481.0	15000.0
56.72	19.7	-8593.63	10.18	13.89	8.51	51.23	31.04	179205	520.0	14480.0	15000.0
56.67	19.7	-8593.63	10.18	13.89	8.51	51.23	31.05	179206	521.0	14479.0	15000.0
56.62	19.7	-8653.44	10.63	13.83	9.71	52.35	31.07	179207	522.0	14478.0	15000.0
56.56	19.7	-8653.44	10.63	13.83	9.71	52.35	31.08	179208	523.0	14477.0	15000.0
56.5	19.7	-8694.03	11.03	13.76	8.33	54.15	31.1	179209	524.0	14476.0	15000.0
56.42	19.7	-8694.03	11.03	13.76	8.33	54.15	31.13	179210	525.0	14475.0	15000.0
56.33	19.7	-8721.8	11.08	13.74	11.01	56.18	31.16	179211	526.0	14474.0	15000.0
56.22	19.7	-8721.8	11.08	13.74	11.01	56.18	31.16	179212	527.0	14473.0	15000.0
56.1	19.7	-8721.8	11.08	13.74	11.01	56.18	31.16	179213	528.0	14472.0	15000.0
55.97	19.7	-8721.8	11.08	13.74	11.01	56.18	31.17	179214	529.0	14471.0	15000.0
55.84	19.7	-8744.02	11.33	13.76	11.41	55.66	31.19	179215	530.0	14470.0	15000.0
55.72	19.7	-8744.02	11.33	13.76	11.41	55.66	31.22	179216	531.0	14469.0	15000.0
55.6	19.7	-8763.24	11.48	13.68	11.53	58.38	31.25	179217	532.0	14468.0	15000.0
55.49	19.7	-8763.24	11.48	13.68	11.53	58.38	31.27	179218	533.0	14467.0	15000.0
55.4	19.7	-8774.35	11.55	13.72	10.6	56.61	31.3	179219	534.0	14466.0	15000.0
55.32	19.7	-8774.35	11.55	13.72	10.6	56.61	31.33	179220	535.0	14465.0	15000.0
55.23	19.7	-8795.29	11.65	13.77	11.76	56.41	31.37	179221	536.0	14464.0	15000.0
55.15	19.7	-8795.29	11.65	13.77	11.76	56.41	31.4	179222	537.0	14463.0	15000.0
55.07	19.7	-8794.86	11.68	13.71	10.97	58.07	31.43	179223	538.0	14462.0	15000.0
54.99	19.7	-8794.86	11.68	13.71	10.97	58.07	31.47	179224	539.0	14461.0	15000.0
54.91	19.7	-8799.56	11.72	13.73	9.11	57.44	31.51	179225	540.0	14460.0	15000.0
54.83	19.7	-8799.56	11.72	13.73	9.11	57.44	31.53	179226	541.0	14459.0	15000.0
