EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
80.3	20.0	-1542.36	4.44	4.81	21.27	82.28	35.26	218033	498.0	14502.0	15000.0
80.27	20.0	-1542.36	4.44	4.81	21.27	82.28	35.27	218034	499.0	14501.0	15000.0
80.24	20.0	-9788.21	7.61	16.77	3.36	31.15	35.28	218035	500.0	14500.0	15000.0
80.2	20.0	-9788.21	7.61	16.77	3.36	31.15	35.3	218036	501.0	14499.0	15000.0
80.17	20.0	-8902.1	4.87	15.05	1.11	23.99	35.32	218037	502.0	14498.0	15000.0
80.14	20.0	-8902.1	4.87	15.05	1.11	23.99	35.32	218038	503.0	14497.0	15000.0
80.1	19.9	-8221.07	8.41	13.73	5.49	44.0	35.32	218039	504.0	14496.0	15000.0
80.06	19.9	-8221.07	8.41	13.73	5.49	44.0	35.33	218040	505.0	14495.0	15000.0
80.01	19.9	-8239.01	10.32	13.2	9.72	52.98	35.35	218041	506.0	14494.0	15000.0
79.94	19.9	-8239.01	10.32	13.2	9.72	52.98	35.39	218042	507.0	14493.0	15000.0
79.87	19.9	-8487.67	12.45	13.13	11.47	64.49	35.41	218043	508.0	14492.0	15000.0
79.78	19.9	-8487.67	12.45	13.13	11.47	64.49	35.41	218044	509.0	14491.0	15000.0
79.69	19.9	-8487.67	12.45	13.13	11.47	64.49	35.41	218045	510.0	14490.0	15000.0
79.58	19.9	-8487.67	12.45	13.13	11.47	64.49	35.41	218046	511.0	14489.0	15000.0
79.47	19.9	-8487.67	12.45	13.13	11.47	64.49	35.41	218047	512.0	14488.0	15000.0
79.34	19.9	-8487.67	12.45	13.13	11.47	64.49	35.45	218048	513.0	14487.0	15000.0
79.2	19.9	-8623.96	13.45	13.32	13.79	68.77	35.51	218049	514.0	14486.0	15000.0
79.05	19.9	-8623.96	13.45	13.32	13.79	68.77	35.53	218050	515.0	14485.0	15000.0
78.88	19.9	-8673.52	13.82	13.33	10.99	72.5	35.56	218051	516.0	14484.0	15000.0
78.7	19.9	-8673.52	13.82	13.33	10.99	72.5	35.6	218052	517.0	14483.0	15000.0
78.51	19.9	-8715.82	14.05	13.45	13.45	72.02	35.63	218053	518.0	14482.0	15000.0
78.32	19.9	-8715.82	14.05	13.45	13.45	72.02	35.67	218054	519.0	14481.0	15000.0
78.12	19.9	-8738.46	14.31	13.35	10.51	75.32	35.7	218055	520.0	14480.0	15000.0
77.93	19.9	-8738.46	14.31	13.35	10.51	75.32	35.74	218056	521.0	14479.0	15000.0
77.74	19.9	-8762.39	14.33	13.39	13.73	76.48	35.78	218057	522.0	14478.0	15000.0
77.57	19.9	-8762.39	14.33	13.39	13.73	76.48	35.81	218058	523.0	14477.0	15000.0
77.4	19.8	-8779.91	14.44	13.42	12.09	76.08	35.84	218059	524.0	14476.0	15000.0
77.24	19.8	-8779.91	14.44	13.42	12.09	76.08	35.88	218060	525.0	14475.0	15000.0
77.08	19.8	-8792.3	14.55	13.45	10.99	75.4	35.92	218061	526.0	14474.0	15000.0
76.91	19.8	-8792.3	14.55	13.45	10.99	75.4	35.96	218062	527.0	14473.0	15000.0
76.75	19.8	-8794.0	14.49	13.39	15.61	77.14	36.0	218063	528.0	14472.0	15000.0
76.6	19.8	-8794.0	14.49	13.39	15.61	77.14	36.04	218064	529.0	14471.0	15000.0
76.45	19.8	-8801.69	14.53	13.44	16.22	74.46	36.08	218065	530.0	14470.0	15000.0
76.31	19.8	-8801.69	14.53	13.44	16.22	74.46	36.12	218066	531.0	14469.0	15000.0
76.19	19.8	-8803.4	14.61	13.39	14.48	75.8	36.16	218067	532.0	14468.0	15000.0
76.09	19.8	-8803.4	14.61	13.39	14.48	75.8	36.2	218068	533.0	14467.0	15000.0
76.0	19.9	-8801.27	14.62	13.34	13.43	78.59	36.24	218069	534.0	14466.0	15000.0
75.93	19.9	-8801.27	14.62	13.34	13.43	78.59	36.28	218070	535.0	14465.0	15000.0
75.86	19.9	-8805.11	14.65	13.4	12.25	75.71	36.32	218071	536.0	14464.0	15000.0
75.8	19.9	-8805.11	14.65	13.4	12.25	75.71	36.37	218072	537.0	14463.0	15000.0
75.74	19.9	-8810.67	14.66	13.33	13.62	76.96	36.42	218073	538.0	14462.0	15000.0
75.69	19.9	-8810.67	14.66	13.33	13.62	76.96	36.45	218074	539.0	14461.0	15000.0
75.64	19.9	-8809.81	14.65	13.38	12.2	76.18	36.48	218075	540.0	14460.0	15000.0
75.58	19.9	-8809.81	14.65	13.38	12.2	76.18	36.53	218076	541.0	14459.0	15000.0
75.52	19.9	-8808.53	14.7	13.37	13.45	73.91	36.57	218077	542.0	14458.0	15000.0
75.46	19.9	-8808.53	14.7	13.37	13.45	73.91	36.57	218078	543.0	14457.0	15000.0
75.4	19.9	-8808.53	14.7	13.37	13.45	73.91	36.57	218079	544.0	14456.0	15000.0
