EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
42.7	20.0	-588.74	2.1	3.82	-29.67	57.09	31.16	355937	0.0	15000.0	15000.0
42.7	20.0	-588.74	2.1	3.82	-29.67	57.09	31.17	355938	1.0	14999.0	15000.0
42.7	19.9	-10418.39	16.37	12.98	25.59	61.71	31.18	355939	2.0	14998.0	15000.0
42.7	19.9	-10418.39	16.37	12.98	25.59	61.71	31.18	355940	3.0	14997.0	15000.0
42.7	19.9	-13068.6	1.31	20.37	6.32	3.97	31.18	355941	4.0	14996.0	15000.0
42.7	19.9	-13068.6	1.31	20.37	6.32	3.97	31.18	355942	5.0	14995.0	15000.0
42.7	19.9	-13068.6	1.31	20.37	6.32	3.97	31.18	355943	6.0	14994.0	15000.0
42.7	19.9	-13068.6	1.31	20.37	6.32	3.97	31.21	355944	7.0	14993.0	15000.0
42.7	19.9	-11433.53	5.78	19.47	1.38	18.89	31.25	355945	8.0	14992.0	15000.0
42.7	19.9	-11433.53	5.78	19.47	1.38	18.89	31.25	355946	9.0	14991.0	15000.0
42.7	19.9	-11433.53	5.78	19.47	1.38	18.89	31.25	355947	10.0	14990.0	15000.0
42.7	19.9	-11433.53	5.78	19.47	1.38	18.89	31.26	355948	11.0	14989.0	15000.0
42.7	19.8	-11422.42	6.52	19.33	3.43	24.79	31.27	355949	12.0	14988.0	15000.0
42.69	19.8	-11422.42	6.52	19.33	3.43	24.79	31.27	355950	13.0	14987.0	15000.0
42.67	19.8	-11439.94	6.77	19.34	1.51	23.76	31.26	355951	14.0	14986.0	15000.0
42.64	19.8	-11439.94	6.77	19.34	1.51	23.76	31.27	355952	15.0	14985.0	15000.0
42.61	19.8	-11454.89	6.89	19.4	1.09	24.31	31.28	355953	16.0	14984.0	15000.0
42.56	19.8	-11454.89	6.89	19.4	1.09	24.31	31.31	355954	17.0	14983.0	15000.0
42.51	19.8	-11473.26	6.95	19.34	1.81	23.51	31.33	355955	18.0	14982.0	15000.0
42.46	19.8	-11473.26	6.95	19.34	1.81	23.51	31.32	355956	19.0	14981.0	15000.0
42.4	19.8	-11477.11	7.05	19.4	1.27	24.65	31.31	355957	20.0	14980.0	15000.0
42.35	19.8	-11477.11	7.05	19.4	1.27	24.65	31.33	355958	21.0	14979.0	15000.0
42.3	19.8	-11486.51	7.1	19.32	1.59	26.54	31.35	355959	22.0	14978.0	15000.0
42.25	19.8	-11486.51	7.1	19.32	1.59	26.54	31.37	355960	23.0	14977.0	15000.0
42.2	19.8	-11488.64	7.15	19.29	1.19	26.85	31.38	355961	24.0	14976.0	15000.0
42.15	19.8	-11488.64	7.15	19.29	1.19	26.85	31.38	355962	25.0	14975.0	15000.0
42.11	19.8	-11492.92	7.09	19.35	2.25	26.05	31.37	355963	26.0	14974.0	15000.0
42.06	19.8	-11492.92	7.09	19.35	2.25	26.05	31.39	355964	27.0	14973.0	15000.0
42.01	19.8	-11496.34	7.15	19.37	3.35	24.94	31.4	355965	28.0	14972.0	15000.0
41.95	19.8	-11496.34	7.15	19.37	3.35	24.94	31.4	355966	29.0	14971.0	15000.0
41.9	19.8	-11495.05	7.18	19.4	1.45	24.06	31.4	355967	30.0	14970.0	15000.0
41.85	19.8	-11495.05	7.18	19.4	1.45	24.06	31.39	355968	31.0	14969.0	15000.0
41.8	19.8	-11495.05	7.17	19.43	1.72	24.81	31.39	355969	32.0	14968.0	15000.0
41.75	19.8	-11495.05	7.17	19.43	1.72	24.81	31.39	355970	33.0	14967.0	15000.0
41.69	19.8	-11498.47	7.16	19.35	2.71	26.23	31.4	355971	34.0	14966.0	15000.0
41.62	19.8	-11498.47	7.16	19.35	2.71	26.23	31.42	355972	35.0	14965.0	15000.0
41.56	19.8	-11500.18	7.15	19.34	2.1	26.34	31.43	355973	36.0	14964.0	15000.0
41.5	19.8	-11500.18	7.15	19.34	2.1	26.34	31.43	355974	37.0	14963.0	15000.0
41.43	19.8	-11500.18	7.14	19.39	1.65	25.29	31.43	355975	38.0	14962.0	15000.0
41.37	19.8	-11500.18	7.14	19.39	1.65	25.29	31.43	355976	39.0	14961.0	15000.0
41.31	19.8	-11499.33	7.11	19.37	2.84	26.16	31.43	355977	40.0	14960.0	15000.0
41.25	19.8	-11499.33	7.11	19.37	2.84	26.16	31.44	355978	41.0	14959.0	15000.0
41.2	19.8	-11498.47	7.14	19.38	2.31	25.93	31.45	355979	42.0	14958.0	15000.0
41.15	19.8	-11498.47	7.14	19.38	2.31	25.93	31.47	355980	43.0	14957.0	15000.0
41.12	19.8	-11498.9	7.16	19.36	4.55	25.39	31.48	355981	44.0	14956.0	15000.0
41.09	19.8	-11498.9	7.16	19.36	4.55	25.39	31.48	355982	45.0	14955.0	15000.0
41.06	19.8	-11498.04	7.23	19.38	1.84	24.47	31.47	355983	46.0	14954.0	15000.0
41.04	19.8	-11498.04	7.23	19.38	1.84	24.47	31.47	355984	47.0	14953.0	15000.0
41.02	19.8	-11502.32	7.17	19.42	2.19	25.74	31.47	355985	48.0	14952.0	15000.0
41.0	19.8	-11502.32	7.17	19.42	2.19	25.74	31.47	355986	49.0	14951.0	15000.0
40.97	19.8	-11502.32	7.17	19.42	2.19	25.74	31.47	355987	50.0	14950.0	15000.0
40.94	19.8	-11502.32	7.17	19.42	2.19	25.74	31.48	355988	51.0	14949.0	15000.0
40.9	19.9	-11502.32	7.11	19.34	3.72	25.61	31.49	355989	52.0	14948.0	15000.0
40.86	19.9	-11502.32	7.11	19.34	3.72	25.61	31.5	355990	53.0	14947.0	15000.0
40.81	19.9	-11501.89	7.22	19.35	1.25	26.73	31.5	355991	54.0	14946.0	15000.0
40.75	19.9	-11501.89	7.22	19.35	1.25	26.73	31.49	355992	55.0	14945.0	15000.0
40.7	19.9	-11498.04	7.16	19.34	1.7	26.04	31.49	355993	56.0	14944.0	15000.0
40.64	19.9	-11498.04	7.16	19.34	1.7	26.04	31.5	355994	57.0	14943.0	15000.0
40.59	19.9	-11498.04	7.11	19.36	3.65	25.39	31.51	355995	58.0	14942.0	15000.0
40.54	19.9	-11498.04	7.11	19.36	3.65	25.39	31.51	355996	59.0	14941.0	15000.0
40.49	19.9	-11496.76	7.2	19.35	1.75	26.22	31.51	355997	60.0	14940.0	15000.0
40.44	19.9	-11496.76	7.2	19.35	1.75	26.22	31.5	355998	61.0	14939.0	15000.0
40.4	19.9	-11502.32	7.15	19.37	3.79	26.22	31.49	355999	62.0	14938.0	15000.0
40.37	19.9	-11502.32	7.15	19.37	3.79	26.22	31.49	356000	63.0	14937.0	15000.0
40.33	19.9	-11498.04	7.2	19.36	1.68	25.28	31.49	356001	64.0	14936.0	15000.0
40.31	19.9	-11498.04	7.2	19.36	1.68	25.28	31.5	356002	65.0	14935.0	15000.0
40.28	19.9	-11503.6	7.18	19.31	1.46	27.16	31.51	356003	66.0	14934.0	15000.0
40.25	19.9	-11503.6	7.18	19.31	1.46	27.16	31.51	356004	67.0	14933.0	15000.0
40.23	19.9	-11499.75	7.16	19.38	2.36	24.82	31.51	356005	68.0	14932.0	15000.0
40.2	19.9	-11499.75	7.16	19.38	2.36	24.82	31.5	356006	69.0	14931.0	15000.0
40.17	19.9	-11498.04	7.19	19.32	2.67	25.95	31.5	356007	70.0	14930.0	15000.0
40.14	19.9	-11498.04	7.19	19.32	2.67	25.95	31.5	356008	71.0	14929.0	15000.0
40.1	19.9	-11501.89	7.16	19.31	2.58	26.8	31.51	356009	72.0	14928.0	15000.0
40.06	19.9	-11501.89	7.16	19.31	2.58	26.8	31.5	356010	73.0	14927.0	15000.0
40.02	19.9	-11500.61	7.18	19.4	2.41	25.14	31.5	356011	74.0	14926.0	15000.0
39.98	19.9	-11500.61	7.18	19.4	2.41	25.14	31.51	356012	75.0	14925.0	15000.0
39.94	19.9	-11502.74	7.16	19.35	1.51	25.83	31.51	356013	76.0	14924.0	15000.0
39.9	19.9	-11502.74	7.16	19.35	1.51	25.83	31.51	356014	77.0	14923.0	15000.0
39.86	19.9	-11501.04	7.23	19.37	1.42	26.45	31.51	356015	78.0	14922.0	15000.0
39.82	19.9	-11501.04	7.23	19.37	1.42	26.45	31.51	356016	79.0	14921.0	15000.0
39.78	19.9	-11501.04	7.23	19.37	1.42	26.45	31.51	356017	80.0	14920.0	15000.0
39.74	19.9	-11501.04	7.23	19.37	1.42	26.45	31.52	356018	81.0	14919.0	15000.0
