EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
53.0	19.9	-1653.44	4.84	5.02	22.85	78.79	30.0	117089	1160.0	13840.0	15000.0
53.0	19.9	-1653.44	4.84	5.02	22.85	78.79	30.0	117090	1161.0	13839.0	15000.0
53.0	19.9	-10231.26	4.48	18.07	0.34	16.05	30.01	117091	1162.0	13838.0	15000.0
53.0	19.9	-10231.26	4.48	18.07	0.34	16.05	30.01	117092	1163.0	13837.0	15000.0
53.0	19.9	-9184.93	2.81	15.85	-0.32	13.89	30.01	117093	1164.0	13836.0	15000.0
53.0	19.9	-9184.93	2.81	15.85	-0.32	13.89	30.01	117094	1165.0	13835.0	15000.0
53.0	19.9	-8461.18	7.08	14.47	3.38	34.15	30.04	117095	1166.0	13834.0	15000.0
53.0	19.9	-8461.18	7.08	14.47	3.38	34.15	30.04	117096	1167.0	13833.0	15000.0
53.0	19.9	-8461.18	7.08	14.47	3.38	34.15	30.04	117097	1168.0	13832.0	15000.0
53.0	19.9	-8461.18	7.08	14.47	3.38	34.15	30.04	117098	1169.0	13831.0	15000.0
52.4	19.8	-8522.28	8.0	14.47	3.9	39.91	30.06	117099	1170.0	13830.0	15000.0
52.4	19.8	-8522.28	8.0	14.47	3.9	39.91	30.06	117100	1171.0	13829.0	15000.0
52.4	19.8	-8596.62	8.51	14.55	4.9	42.03	30.07	117101	1172.0	13828.0	15000.0
52.4	19.8	-8596.62	8.51	14.55	4.9	42.03	30.07	117102	1173.0	13827.0	15000.0
52.4	19.8	-8646.18	9.0	14.56	6.04	42.07	30.08	117103	1174.0	13826.0	15000.0
52.4	19.8	-8646.18	9.0	14.56	6.04	42.07	30.08	117104	1175.0	13825.0	15000.0
52.4	19.8	-8695.31	9.32	14.41	6.68	45.44	30.11	117105	1176.0	13824.0	15000.0
52.4	19.8	-8695.31	9.32	14.41	6.68	45.44	30.11	117106	1177.0	13823.0	15000.0
52.4	19.8	-8723.94	9.58	14.39	6.64	46.98	30.12	117107	1178.0	13822.0	15000.0
52.4	19.8	-8723.94	9.58	14.39	6.64	46.98	30.12	117108	1179.0	13821.0	15000.0
51.6	19.9	-8766.66	9.89	14.4	6.38	46.59	30.16	117109	1180.0	13820.0	15000.0
51.6	19.9	-8766.66	9.89	14.4	6.38	46.59	30.16	117110	1181.0	13819.0	15000.0
51.6	19.9	-8766.66	9.89	14.4	6.38	46.59	30.16	117111	1182.0	13818.0	15000.0
51.6	19.9	-8766.66	9.89	14.4	6.38	46.59	30.16	117112	1183.0	13817.0	15000.0
51.6	19.9	-8776.49	9.97	14.37	7.91	47.42	30.2	117113	1184.0	13816.0	15000.0
51.6	19.9	-8776.49	9.97	14.37	7.91	47.42	30.2	117114	1185.0	13815.0	15000.0
51.6	19.9	-8794.0	9.99	14.33	7.95	48.65	30.22	117115	1186.0	13814.0	15000.0
51.6	19.9	-8794.0	9.99	14.33	7.95	48.65	30.22	117116	1187.0	13813.0	15000.0
51.6	19.9	-8791.01	10.12	14.32	6.18	48.89	30.25	117117	1188.0	13812.0	15000.0
51.6	19.9	-8791.01	10.12	14.32	6.18	48.89	30.25	117118	1189.0	13811.0	15000.0
50.8	19.8	-8799.56	10.1	14.34	8.48	49.26	30.28	117119	1190.0	13810.0	15000.0
50.8	19.8	-8799.56	10.1	14.34	8.48	49.26	30.28	117120	1191.0	13809.0	15000.0
50.8	19.8	-8804.69	10.08	14.29	8.52	50.36	30.32	117121	1192.0	13808.0	15000.0
50.8	19.8	-8804.69	10.08	14.29	8.52	50.36	30.32	117122	1193.0	13807.0	15000.0
50.8	19.8	-8804.26	10.2	14.36	8.05	48.55	30.36	117123	1194.0	13806.0	15000.0
50.8	19.8	-8804.26	10.2	14.36	8.05	48.55	30.36	117124	1195.0	13805.0	15000.0
50.8	19.8	-8807.25	10.23	14.29	7.92	49.47	30.39	117125	1196.0	13804.0	15000.0
50.8	19.8	-8807.25	10.23	14.29	7.92	49.47	30.39	117126	1197.0	13803.0	15000.0
50.8	19.8	-8808.96	10.23	14.37	7.41	47.67	30.44	117127	1198.0	13802.0	15000.0
50.8	19.8	-8808.96	10.23	14.37	7.41	47.67	30.44	117128	1199.0	13801.0	15000.0
50.4	20.0	-8811.09	10.24	14.33	7.77	49.6	30.47	117129	1200.0	13800.0	15000.0
50.4	20.0	-8811.09	10.24	14.33	7.77	49.6	30.47	117130	1201.0	13799.0	15000.0
50.4	20.0	-8812.38	10.19	14.32	8.06	49.03	30.49	117131	1202.0	13798.0	15000.0
50.4	20.0	-8812.38	10.19	14.32	8.06	49.03	30.49	117132	1203.0	13797.0	15000.0
50.4	20.0	-8811.09	10.23	14.31	8.59	49.2	30.52	117133	1204.0	13796.0	15000.0
50.4	20.0	-8811.09	10.23	14.31	8.59	49.2	30.52	117134	1205.0	13795.0	15000.0
50.4	20.0	-8808.53	10.26	14.32	7.63	48.15	30.56	117135	1206.0	13794.0	15000.0
50.4	20.0	-8808.53	10.26	14.32	7.63	48.15	30.56	117136	1207.0	13793.0	15000.0
50.4	20.0	-8810.67	10.21	14.32	7.9	49.69	30.6	117137	1208.0	13792.0	15000.0
50.4	20.0	-8810.67	10.21	14.32	7.9	49.69	30.6	117138	1209.0	13791.0	15000.0
50.1	19.9	-8813.23	10.24	14.28	8.34	49.87	30.62	117139	1210.0	13790.0	15000.0
50.1	19.9	-8813.23	10.24	14.28	8.34	49.87	30.62	117140	1211.0	13789.0	15000.0
50.1	19.9	-8807.25	10.27	14.34	7.39	49.38	30.65	117141	1212.0	13788.0	15000.0
50.1	19.9	-8807.25	10.27	14.34	7.39	49.38	30.65	117142	1213.0	13787.0	15000.0
50.1	19.9	-8816.65	10.23	14.29	7.98	49.46	30.68	117143	1214.0	13786.0	15000.0
50.1	19.9	-8816.65	10.23	14.29	7.98	49.46	30.68	117144	1215.0	13785.0	15000.0
50.1	19.9	-8816.65	10.23	14.29	7.98	49.46	30.68	117145	1216.0	13784.0	15000.0
50.1	19.9	-8816.65	10.23	14.29	7.98	49.46	30.68	117146	1217.0	13783.0	15000.0
50.1	19.9	-8811.52	10.25	14.34	8.7	48.08	30.7	117147	1218.0	13782.0	15000.0
50.1	19.9	-8811.52	10.25	14.34	8.7	48.08	30.7	117148	1219.0	13781.0	15000.0
49.7	19.8	-8807.68	10.28	14.27	6.96	49.91	30.75	117149	1220.0	13780.0	15000.0
49.7	19.8	-8807.68	10.28	14.27	6.96	49.91	30.75	117150	1221.0	13779.0	15000.0
49.7	19.8	-8812.8	10.26	14.32	7.56	48.77	30.76	117151	1222.0	13778.0	15000.0
49.7	19.8	-8812.8	10.26	14.32	7.56	48.77	30.76	117152	1223.0	13777.0	15000.0
49.7	19.8	-8813.66	10.25	14.36	8.62	48.21	30.81	117153	1224.0	13776.0	15000.0
49.7	19.8	-8813.66	10.25	14.36	8.62	48.21	30.81	117154	1225.0	13775.0	15000.0
49.7	19.8	-8813.66	10.31	14.32	6.39	48.42	30.84	117155	1226.0	13774.0	15000.0
49.7	19.8	-8813.66	10.31	14.32	6.39	48.42	30.84	117156	1227.0	13773.0	15000.0
49.7	19.8	-8811.09	10.27	14.32	7.58	48.92	30.86	117157	1228.0	13772.0	15000.0
49.7	19.8	-8811.09	10.27	14.32	7.58	48.92	30.86	117158	1229.0	13771.0	15000.0
49.6	19.9	-8812.8	10.27	14.37	7.9	48.44	30.89	117159	1230.0	13770.0	15000.0
49.6	19.9	-8812.8	10.27	14.37	7.9	48.44	30.89	117160	1231.0	13769.0	15000.0
49.6	19.9	-8813.23	10.27	14.21	7.6	51.14	30.91	117161	1232.0	13768.0	15000.0
49.6	19.9	-8813.23	10.27	14.21	7.6	51.14	30.91	117162	1233.0	13767.0	15000.0
49.6	19.9	-8808.1	10.28	14.33	7.71	47.61	30.93	117163	1234.0	13766.0	15000.0
49.6	19.9	-8808.1	10.28	14.33	7.71	47.61	30.93	117164	1235.0	13765.0	15000.0
49.6	19.9	-8811.52	10.26	14.35	7.5	48.44	30.96	117165	1236.0	13764.0	15000.0
49.6	19.9	-8811.52	10.26	14.35	7.5	48.44	30.96	117166	1237.0	13763.0	15000.0
49.6	19.9	-8814.94	10.24	14.31	8.45	49.83	30.98	117167	1238.0	13762.0	15000.0
49.6	19.9	-8814.94	10.24	14.31	8.45	49.83	30.98	117168	1239.0	13761.0	15000.0
49.6	19.9	-8813.23	10.24	14.28	8.82	49.44	31.02	117169	1240.0	13760.0	15000.0
49.6	19.9	-8813.23	10.24	14.28	8.82	49.44	31.02	117170	1241.0	13759.0	15000.0
49.6	19.9	-8813.23	10.24	14.28	8.82	49.44	31.02	117171	1242.0	13758.0	15000.0
49.6	19.9	-8813.23	10.24	14.28	8.82	49.44	31.02	117172	1243.0	13757.0	15000.0
49.6	19.9	-8816.22	10.25	14.38	7.48	47.86	31.02	117173	1244.0	13756.0	15000.0
49.6	19.9	-8816.22	10.25	14.38	7.48	47.86	31.02	117174	1245.0	13755.0	15000.0
49.6	19.9	-8812.38	10.24	14.3	8.5	49.42	31.04	117175	1246.0	13754.0	15000.0
49.6	19.9	-8812.38	10.24	14.3	8.5	49.42	31.04	117176	1247.0	13753.0	15000.0
49.6	19.9	-8814.08	10.32	14.32	6.46	47.97	31.07	117177	1248.0	13752.0	15000.0
49.6	19.9	-8814.08	10.32	14.32	6.46	47.97	31.07	117178	1249.0	13751.0	15000.0
49.5	19.9	-8813.66	10.25	14.27	8.01	50.25	31.09	117179	1250.0	13750.0	15000.0
49.5	19.9	-8813.66	10.25	14.27	8.01	50.25	31.09	117180	1251.0	13749.0	15000.0
49.5	19.9	-8811.95	10.25	14.33	9.63	48.87	31.1	117181	1252.0	13748.0	15000.0
49.5	19.9	-8811.95	10.25	14.33	9.63	48.87	31.1	117182	1253.0	13747.0	15000.0
49.5	19.9	-8815.79	10.27	14.29	7.07	49.52	31.12	117183	1254.0	13746.0	15000.0
49.5	19.9	-8815.79	10.27	14.29	7.07	49.52	31.12	117184	1255.0	13745.0	15000.0
49.5	19.9	-8814.08	10.24	14.31	8.95	48.12	31.16	117185	1256.0	13744.0	15000.0
49.5	19.9	-8814.08	10.24	14.31	8.95	48.12	31.16	117186	1257.0	13743.0	15000.0
49.5	19.9	-8814.51	10.27	14.31	8.03	49.1	31.16	117187	1258.0	13742.0	15000.0
49.5	19.9	-8814.51	10.27	14.31	8.03	49.1	31.16	117188	1259.0	13741.0	15000.0
49.6	19.9	-8809.81	10.28	14.27	7.95	49.27	31.19	117189	1260.0	13740.0	15000.0
49.6	19.9	-8809.81	10.28	14.27	7.95	49.27	31.19	117190	1261.0	13739.0	15000.0
49.6	19.9	-8810.24	10.28	14.34	8.22	48.28	31.19	117191	1262.0	13738.0	15000.0
49.6	19.9	-8810.24	10.28	14.34	8.22	48.28	31.19	117192	1263.0	13737.0	15000.0
49.6	19.9	-8810.24	10.25	14.3	8.84	48.89	31.21	117193	1264.0	13736.0	15000.0
49.6	19.9	-8810.24	10.25	14.3	8.84	48.89	31.21	117194	1265.0	13735.0	15000.0
49.6	19.9	-8812.8	10.3	14.29	6.34	49.28	31.24	117195	1266.0	13734.0	15000.0
49.6	19.9	-8812.8	10.3	14.29	6.34	49.28	31.24	117196	1267.0	13733.0	15000.0
49.6	19.9	-8810.24	10.23	14.29	8.29	49.55	31.24	117197	1268.0	13732.0	15000.0
49.6	19.9	-8810.24	10.23	14.29	8.29	49.55	31.24	117198	1269.0	13731.0	15000.0
49.6	20.0	-8810.24	10.23	14.29	8.29	49.55	31.24	117199	1270.0	13730.0	15000.0
49.6	20.0	-8810.24	10.23	14.29	8.29	49.55	31.24	117200	1271.0	13729.0	15000.0
49.6	20.0	-8811.52	10.25	14.35	8.95	48.45	31.26	117201	1272.0	13728.0	15000.0
49.6	20.0	-8811.52	10.25	14.35	8.95	48.45	31.26	117202	1273.0	13727.0	15000.0
49.6	20.0	-8811.52	10.22	14.28	8.08	50.86	31.26	117203	1274.0	13726.0	15000.0
49.6	20.0	-8811.52	10.22	14.28	8.08	50.86	31.26	117204	1275.0	13725.0	15000.0
49.6	20.0	-8812.38	10.24	14.33	8.7	49.14	31.27	117205	1276.0	13724.0	15000.0
49.6	20.0	-8812.38	10.24	14.33	8.7	49.14	31.27	117206	1277.0	13723.0	15000.0
49.6	20.0	-8811.09	10.26	14.33	7.79	48.38	31.28	117207	1278.0	13722.0	15000.0
49.6	20.0	-8811.09	10.26	14.33	7.79	48.38	31.28	117208	1279.0	13721.0	15000.0
49.6	19.8	-8812.38	10.3	14.37	8.86	48.45	31.31	117209	1280.0	13720.0	15000.0
49.6	19.8	-8812.38	10.3	14.37	8.86	48.45	31.31	117210	1281.0	13719.0	15000.0
49.6	19.8	-8813.66	10.27	14.28	7.74	49.37	31.31	117211	1282.0	13718.0	15000.0
49.6	19.8	-8813.66	10.27	14.28	7.74	49.37	31.31	117212	1283.0	13717.0	15000.0
49.6	19.8	-8815.79	10.25	14.28	8.34	50.17	31.33	117213	1284.0	13716.0	15000.0
49.6	19.8	-8815.79	10.25	14.28	8.34	50.17	31.33	117214	1285.0	13715.0	15000.0
49.6	19.8	-8814.08	10.18	14.3	8.69	49.3	31.34	117215	1286.0	13714.0	15000.0
49.6	19.8	-8814.08	10.18	14.3	8.69	49.3	31.34	117216	1287.0	13713.0	15000.0
49.6	19.8	-8814.94	10.25	14.35	8.33	48.67	31.35	117217	1288.0	13712.0	15000.0
49.6	19.8	-8814.94	10.25	14.35	8.33	48.67	31.35	117218	1289.0	13711.0	15000.0
49.7	19.8	-8809.39	10.32	14.35	7.67	47.91	31.35	117219	1290.0	13710.0	15000.0
49.7	19.8	-8809.39	10.32	14.35	7.67	47.91	31.35	117220	1291.0	13709.0	15000.0
49.7	19.8	-8814.08	10.23	14.33	8.69	48.41	31.37	117221	1292.0	13708.0	15000.0
49.7	19.8	-8814.08	10.23	14.33	8.69	48.41	31.37	117222	1293.0	13707.0	15000.0
49.7	19.8	-8814.94	10.28	14.31	6.46	49.32	31.38	117223	1294.0	13706.0	15000.0
49.7	19.8	-8814.94	10.28	14.31	6.46	49.32	31.38	117224	1295.0	13705.0	15000.0
49.7	19.8	-8810.67	10.28	14.27	8.0	49.67	31.39	117225	1296.0	13704.0	15000.0
49.7	19.8	-8810.67	10.28	14.27	8.0	49.67	31.39	117226	1297.0	13703.0	15000.0
49.7	19.8	-8811.09	10.29	14.3	7.67	48.55	31.4	117227	1298.0	13702.0	15000.0
49.7	19.8	-8811.09	10.29	14.3	7.67	48.55	31.4	117228	1299.0	13701.0	15000.0
49.7	19.8	-8814.08	10.26	14.27	8.06	50.34	31.4	117229	1300.0	13700.0	15000.0
49.7	19.8	-8814.08	10.26	14.27	8.06	50.34	31.4	117230	1301.0	13699.0	15000.0
49.7	19.8	-8814.08	10.26	14.27	8.06	50.34	31.4	117231	1302.0	13698.0	15000.0
49.7	19.8	-8814.08	10.26	14.27	8.06	50.34	31.4	117232	1303.0	13697.0	15000.0
49.7	19.8	-8812.38	10.28	14.32	7.78	48.08	31.43	117233	1304.0	13696.0	15000.0
49.7	19.8	-8812.38	10.28	14.32	7.78	48.08	31.43	117234	1305.0	13695.0	15000.0
49.7	19.8	-8816.65	10.23	14.3	8.14	49.33	31.43	117235	1306.0	13694.0	15000.0
49.7	19.8	-8816.65	10.23	14.3	8.14	49.33	31.43	117236	1307.0	13693.0	15000.0
49.7	19.8	-8812.8	10.26	14.29	7.31	49.33	31.44	117237	1308.0	13692.0	15000.0
49.7	19.8	-8812.8	10.26	14.29	7.31	49.33	31.44	117238	1309.0	13691.0	15000.0
49.9	19.8	-8811.95	10.33	14.36	7.22	47.75	31.45	117239	1310.0	13690.0	15000.0
49.9	19.8	-8811.95	10.33	14.36	7.22	47.75	31.45	117240	1311.0	13689.0	15000.0
49.9	19.8	-8814.08	10.24	14.32	8.81	49.11	31.46	117241	1312.0	13688.0	15000.0
49.9	19.8	-8814.08	10.24	14.32	8.81	49.11	31.46	117242	1313.0	13687.0	15000.0
49.9	19.8	-8814.51	10.27	14.27	6.89	49.22	31.48	117243	1314.0	13686.0	15000.0
49.9	19.8	-8814.51	10.27	14.27	6.89	49.22	31.48	117244	1315.0	13685.0	15000.0
49.9	19.8	-8811.52	10.21	14.33	8.77	49.53	31.48	117245	1316.0	13684.0	15000.0
49.9	19.8	-8811.52	10.21	14.33	8.77	49.53	31.48	117246	1317.0	13683.0	15000.0
49.9	19.8	-8811.95	10.23	14.27	8.45	49.55	31.5	117247	1318.0	13682.0	15000.0
49.9	19.8	-8811.95	10.23	14.27	8.45	49.55	31.5	117248	1319.0	13681.0	15000.0
50.0	19.8	-8813.66	10.26	14.29	8.26	49.78	31.49	117249	1320.0	13680.0	15000.0
50.0	19.8	-8813.66	10.26	14.29	8.26	49.78	31.49	117250	1321.0	13679.0	15000.0
50.0	19.8	-8812.38	10.26	14.32	8.05	48.28	31.52	117251	1322.0	13678.0	15000.0
50.0	19.8	-8812.38	10.26	14.32	8.05	48.28	31.52	117252	1323.0	13677.0	15000.0
50.0	19.8	-8812.38	10.23	14.33	7.96	49.56	31.51	117253	1324.0	13676.0	15000.0
50.0	19.8	-8812.38	10.23	14.33	7.96	49.56	31.51	117254	1325.0	13675.0	15000.0
50.0	19.8	-8813.66	10.26	14.3	8.49	49.55	31.51	117255	1326.0	13674.0	15000.0
