EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
46.8	22.32	-4363.89	9.74	7.53	22.08	82.45	27.0	1485	830.0	14170.0	15000.0
46.8	22.32	-4363.89	9.74	7.53	22.08	82.45	27.0	1486	831.0	14169.0	15000.0
46.8	22.31	-7797.67	0.58	13.16	0.02	2.72	27.02	1487	832.0	14168.0	15000.0
46.8	22.31	-7797.67	0.58	13.16	0.02	2.72	27.02	1488	833.0	14167.0	15000.0
46.8	22.3	-6280.09	4.98	10.96	3.3	33.7	27.05	1489	834.0	14166.0	15000.0
46.8	22.29	-6280.09	4.98	10.96	3.3	33.7	27.05	1490	835.0	14165.0	15000.0
46.8	22.27	-6280.09	4.98	10.96	3.3	33.7	27.05	1491	836.0	14164.0	15000.0
46.8	22.25	-6280.09	4.98	10.96	3.3	33.7	27.05	1492	837.0	14163.0	15000.0
46.8	22.23	-6461.24	6.02	11.33	4.9	38.0	27.06	1493	838.0	14162.0	15000.0
46.8	22.21	-6461.24	6.02	11.33	4.9	38.0	27.06	1494	839.0	14161.0	15000.0
46.8	22.18	-6519.35	6.29	11.34	4.42	40.62	27.08	1495	840.0	14160.0	15000.0
46.8	22.16	-6519.35	6.29	11.34	4.42	40.62	27.08	1496	841.0	14159.0	15000.0
46.8	22.14	-6568.05	6.41	11.46	4.96	40.8	27.11	1497	842.0	14158.0	15000.0
46.8	22.12	-6568.05	6.41	11.46	4.96	40.8	27.11	1498	843.0	14157.0	15000.0
46.5	22.1	-6594.54	6.59	11.48	4.71	41.59	27.12	1499	844.0	14156.0	15000.0
46.5	22.09	-6594.54	6.59	11.48	4.71	41.59	27.12	1500	845.0	14155.0	15000.0
46.5	22.07	-6615.9	6.63	11.52	4.55	41.68	27.16	1501	846.0	14154.0	15000.0
46.5	22.06	-6615.9	6.63	11.52	4.55	41.68	27.16	1502	847.0	14153.0	15000.0
46.5	22.04	-6631.71	6.66	11.52	5.51	42.44	27.17	1503	848.0	14152.0	15000.0
46.5	22.03	-6631.71	6.66	11.52	5.51	42.44	27.17	1504	849.0	14151.0	15000.0
46.5	22.02	-6631.71	6.66	11.52	5.51	42.44	27.17	1505	850.0	14150.0	15000.0
46.5	22.01	-6631.71	6.66	11.52	5.51	42.44	27.17	1506	851.0	14149.0	15000.0
46.5	22.01	-6639.83	6.7	11.56	5.31	42.12	27.21	1507	852.0	14148.0	15000.0
46.5	22.0	-6639.83	6.7	11.56	5.31	42.12	27.21	1508	853.0	14147.0	15000.0
46.1	22.0	-6649.23	6.72	11.55	5.38	42.12	27.23	1509	854.0	14146.0	15000.0
46.1	22.0	-6649.23	6.72	11.55	5.38	42.12	27.23	1510	855.0	14145.0	15000.0
46.1	22.01	-6649.23	6.78	11.56	5.22	41.71	27.27	1511	856.0	14144.0	15000.0
46.1	22.01	-6649.23	6.78	11.56	5.22	41.71	27.27	1512	857.0	14143.0	15000.0
46.1	22.02	-6656.49	6.74	11.5	5.26	43.99	27.29	1513	858.0	14142.0	15000.0
46.1	22.03	-6656.49	6.74	11.5	5.26	43.99	27.29	1514	859.0	14141.0	15000.0
46.1	22.04	-6656.07	6.83	11.54	4.47	42.04	27.34	1515	860.0	14140.0	15000.0
46.1	22.06	-6656.07	6.83	11.54	4.47	42.04	27.34	1516	861.0	14139.0	15000.0
46.1	22.07	-6656.92	6.85	11.57	4.5	41.82	27.36	1517	862.0	14138.0	15000.0
46.1	22.09	-6656.92	6.85	11.57	4.5	41.82	27.36	1518	863.0	14137.0	15000.0
45.7	22.1	-6657.77	6.78	11.52	5.71	43.15	27.38	1519	864.0	14136.0	15000.0
45.7	22.12	-6657.77	6.78	11.52	5.71	43.15	27.38	1520	865.0	14135.0	15000.0
45.7	22.14	-6656.92	6.84	11.56	3.96	41.97	27.41	1521	866.0	14134.0	15000.0
45.7	22.16	-6656.92	6.84	11.56	3.96	41.97	27.41	1522	867.0	14133.0	15000.0
45.7	22.18	-6655.64	6.85	11.54	4.3	42.01	27.46	1523	868.0	14132.0	15000.0
45.7	22.21	-6655.64	6.85	11.54	4.3	42.01	27.46	1524	869.0	14131.0	15000.0
45.7	22.23	-6659.91	6.82	11.56	5.3	41.9	27.49	1525	870.0	14130.0	15000.0
45.7	22.25	-6659.91	6.82	11.56	5.3	41.9	27.49	1526	871.0	14129.0	15000.0
45.7	22.27	-6654.78	6.85	11.52	3.35	43.11	27.51	1527	872.0	14128.0	15000.0
45.7	22.29	-6654.78	6.85	11.52	3.35	43.11	27.51	1528	873.0	14127.0	15000.0
45.5	22.3	-6661.62	6.81	11.52	5.28	43.08	27.53	1529	874.0	14126.0	15000.0
45.5	22.31	-6661.62	6.81	11.52	5.28	43.08	27.53	1530	875.0	14125.0	15000.0
45.5	22.31	-6661.62	6.77	11.53	6.65	42.86	27.58	1531	876.0	14124.0	15000.0
45.5	22.31	-6661.62	6.77	11.53	6.65	42.86	27.58	1532	877.0	14123.0	15000.0
45.5	22.31	-6654.78	6.87	11.53	3.0	42.17	27.6	1533	878.0	14122.0	15000.0
45.5	22.31	-6654.78	6.87	11.53	3.0	42.17	27.6	1534	879.0	14121.0	15000.0
