EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
69.6	20.9	-6149.78	12.65	9.42	23.6	81.37	34.08	129929	378.0	14622.0	15000.0
69.6	20.91	-6149.78	12.65	9.42	23.6	81.37	34.08	129930	379.0	14621.0	15000.0
69.6	20.93	-9984.74	2.73	16.99	-0.42	12.25	34.09	129931	380.0	14620.0	15000.0
69.6	20.96	-9984.74	2.73	16.99	-0.42	12.25	34.09	129932	381.0	14619.0	15000.0
69.6	21.01	-8202.27	11.09	13.01	12.23	56.19	34.1	129933	382.0	14618.0	15000.0
69.6	21.05	-8202.27	11.09	13.01	12.23	56.19	34.1	129934	383.0	14617.0	15000.0
69.6	21.09	-8202.27	11.09	13.01	12.23	56.19	34.1	129935	384.0	14616.0	15000.0
69.6	21.14	-8202.27	11.09	13.01	12.23	56.19	34.1	129936	385.0	14615.0	15000.0
69.6	21.17	-8408.2	11.9	13.08	12.25	62.84	34.11	129937	386.0	14614.0	15000.0
69.6	21.19	-8408.2	11.9	13.08	12.25	62.84	34.11	129938	387.0	14613.0	15000.0
69.4	21.2	-8408.2	11.9	13.08	12.25	62.84	34.11	129939	388.0	14612.0	15000.0
69.4	21.2	-8408.2	11.9	13.08	12.25	62.84	34.11	129940	389.0	14611.0	15000.0
69.4	21.2	-8667.54	12.79	13.42	13.56	64.63	34.17	129941	390.0	14610.0	15000.0
69.4	21.2	-8667.54	12.79	13.42	13.56	64.63	34.17	129942	391.0	14609.0	15000.0
69.4	21.2	-8721.8	13.05	13.49	12.25	65.61	34.2	129943	392.0	14608.0	15000.0
69.4	21.2	-8721.8	13.05	13.49	12.25	65.61	34.2	129944	393.0	14607.0	15000.0
69.4	21.2	-8758.54	13.08	13.5	14.46	67.57	34.26	129945	394.0	14606.0	15000.0
69.4	21.2	-8758.54	13.08	13.5	14.46	67.57	34.26	129946	395.0	14605.0	15000.0
69.4	21.2	-8778.2	13.21	13.44	10.35	67.1	34.3	129947	396.0	14604.0	15000.0
