EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
97.75	27.5	-5318.36	11.44	8.52	23.68	78.75	45.76	366061	0.0	15000.0	15000.0
97.69	27.5	-5318.36	11.44	8.52	23.68	78.75	45.76	366062	1.0	14999.0	15000.0
97.62	27.5	-10435.06	1.57	14.76	10.29	5.1	45.77	366063	2.0	14998.0	15000.0
97.54	27.5	-10435.06	1.57	14.76	10.29	5.1	45.8	366064	3.0	14997.0	15000.0
97.43	27.5	-9013.61	1.03	14.85	-0.08	2.85	45.83	366065	4.0	14996.0	15000.0
97.3	27.5	-9013.61	1.03	14.85	-0.08	2.85	45.83	366066	5.0	14995.0	15000.0
97.16	27.5	-8880.31	1.21	14.67	-0.67	5.55	45.84	366067	6.0	14994.0	15000.0
96.99	27.5	-8880.31	1.21	14.67	-0.67	5.55	45.84	366068	7.0	14993.0	15000.0
96.8	27.5	-8833.31	1.27	14.62	-0.22	5.7	45.85	366069	8.0	14992.0	15000.0
96.6	27.5	-8833.31	1.27	14.62	-0.22	5.7	45.85	366070	9.0	14991.0	15000.0
96.4	27.5	-8823.06	1.27	14.6	-0.24	4.93	45.85	366071	10.0	14990.0	15000.0
96.19	27.5	-8823.06	1.27	14.6	-0.24	4.93	45.86	366072	11.0	14989.0	15000.0
95.98	27.5	-8820.07	1.33	14.61	-0.47	5.57	45.86	366073	12.0	14988.0	15000.0
95.78	27.5	-8820.07	1.33	14.61	-0.47	5.57	45.86	366074	13.0	14987.0	15000.0
95.56	27.5	-8819.64	1.29	14.58	-0.37	5.98	45.86	366075	14.0	14986.0	15000.0
95.35	27.5	-8819.64	1.29	14.58	-0.37	5.98	45.86	366076	15.0	14985.0	15000.0
95.14	27.5	-8817.93	1.28	14.58	-0.54	6.09	45.86	366077	16.0	14984.0	15000.0
94.92	27.5	-8817.93	1.28	14.58	-0.54	6.09	45.86	366078	17.0	14983.0	15000.0
94.7	27.5	-8821.35	1.25	14.59	0.02	6.16	45.87	366079	18.0	14982.0	15000.0
94.48	27.5	-8821.35	1.25	14.59	0.02	6.16	45.87	366080	19.0	14981.0	15000.0
94.26	27.5	-8820.07	1.31	14.62	-0.41	5.91	45.86	366081	20.0	14980.0	15000.0
94.04	27.5	-8820.07	1.31	14.62	-0.41	5.91	45.87	366082	21.0	14979.0	15000.0
93.82	27.5	-8820.49	1.27	14.61	0.86	6.04	45.87	366083	22.0	14978.0	15000.0
93.6	27.5	-8820.49	1.27	14.61	0.86	6.04	45.87	366084	23.0	14977.0	15000.0
93.38	27.5	-8820.49	1.27	14.61	0.86	6.04	45.87	366085	24.0	14976.0	15000.0
93.16	27.5	-8820.49	1.27	14.61	0.86	6.04	45.87	366086	25.0	14975.0	15000.0
92.94	27.5	-8817.93	1.29	14.6	-0.22	4.88	45.87	366087	26.0	14974.0	15000.0
92.72	27.5	-8817.93	1.29	14.6	-0.22	4.88	45.87	366088	27.0	14973.0	15000.0
92.5	27.5	-8815.37	1.3	14.63	0.07	4.76	45.87	366089	28.0	14972.0	15000.0
92.28	27.5	-8815.37	1.3	14.63	0.07	4.76	45.87	366090	29.0	14971.0	15000.0
92.07	27.5	-8820.92	1.24	14.6	-0.2	5.08	45.86	366091	30.0	14970.0	15000.0
91.86	27.5	-8820.92	1.24	14.6	-0.2	5.08	45.87	366092	31.0	14969.0	15000.0
91.64	27.5	-8814.94	1.33	14.57	-0.91	6.07	45.87	366093	32.0	14968.0	15000.0
91.43	27.5	-8814.94	1.33	14.57	-0.91	6.07	45.86	366094	33.0	14967.0	15000.0
91.23	27.5	-8820.07	1.27	14.57	0.15	6.56	45.85	366095	34.0	14966.0	15000.0
91.02	27.5	-8820.07	1.27	14.57	0.15	6.56	45.85	366096	35.0	14965.0	15000.0
90.81	27.5	-8177.92	3.21	13.71	0.18	16.44	45.85	366097	36.0	14964.0	15000.0
90.61	27.5	-8177.92	3.21	13.71	0.18	16.44	45.85	366098	37.0	14963.0	15000.0
90.4	27.5	-7587.89	8.35	12.41	5.77	45.15	45.85	366099	38.0	14962.0	15000.0
90.19	27.5	-7587.89	8.35	12.41	5.77	45.15	45.85	366100	39.0	14961.0	15000.0
89.99	27.5	-7836.97	10.9	11.71	13.5	61.2	45.86	366101	40.0	14960.0	15000.0
89.79	27.5	-7836.97	10.9	11.71	13.5	61.2	45.85	366102	41.0	14959.0	15000.0
89.61	27.5	-8109.98	12.64	9.99	25.22	64.51	45.84	366103	42.0	14958.0	15000.0
89.43	27.5	-8109.98	12.64	9.99	25.22	64.51	45.87	366104	43.0	14957.0	15000.0
89.26	27.5	-8517.15	14.83	6.76	44.99	72.58	45.91	366105	44.0	14956.0	15000.0
89.12	27.5	-8517.15	14.83	6.76	44.99	72.58	45.93	366106	45.0	14955.0	15000.0
88.99	27.5	-8664.98	15.1	6.22	48.95	73.57	45.94	366107	46.0	14954.0	15000.0
88.88	27.5	-8664.98	15.1	6.22	48.95	73.57	45.94	366108	47.0	14953.0	15000.0
88.8	27.5	-8664.98	15.1	6.22	48.95	73.57	45.94	366109	48.0	14952.0	15000.0
88.73	27.5	-8664.98	15.1	6.22	48.95	73.57	45.99	366110	49.0	14951.0	15000.0
