EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
63.42	28.7	-5429.44	8.85	10.3	3.14	50.63	39.28	804375	3800.0	11200.0	15000.0
63.41	28.7	-5429.44	8.85	10.3	3.14	50.63	39.29	804376	3801.0	11199.0	15000.0
63.39	28.7	-7292.23	-0.21	11.85	0.24	-0.84	39.3	804377	3802.0	11198.0	15000.0
63.35	28.7	-7292.23	-0.21	11.85	0.24	-0.84	39.31	804378	3803.0	11197.0	15000.0
63.3	28.7	-6526.61	0.31	10.97	0.78	1.78	39.32	804379	3804.0	11196.0	15000.0
63.24	28.7	-6526.61	0.31	10.97	0.78	1.78	39.33	804380	3805.0	11195.0	15000.0
63.18	28.7	-6174.99	0.72	10.67	0.66	3.68	39.34	804381	3806.0	11194.0	15000.0
63.12	28.7	-6174.99	0.72	10.67	0.66	3.68	39.34	804382	3807.0	11193.0	15000.0
63.06	28.7	-6174.99	0.72	10.67	0.66	3.68	39.34	804383	3808.0	11192.0	15000.0
63.0	28.7	-6174.99	0.72	10.67	0.66	3.68	39.35	804384	3809.0	11191.0	15000.0
62.94	28.7	-6152.77	0.71	10.52	0.87	6.42	39.36	804385	3810.0	11190.0	15000.0
62.88	28.7	-6152.77	0.71	10.52	0.87	6.42	39.36	804386	3811.0	11189.0	15000.0
62.82	28.7	-6139.1	0.77	10.55	-1.27	4.74	39.36	804387	3812.0	11188.0	15000.0
62.76	28.7	-6139.1	0.77	10.55	-1.27	4.74	39.36	804388	3813.0	11187.0	15000.0
62.7	28.7	-6138.67	0.75	10.61	0.67	4.05	39.37	804389	3814.0	11186.0	15000.0
62.64	28.7	-6138.67	0.75	10.61	0.67	4.05	39.37	804390	3815.0	11185.0	15000.0
62.58	28.7	-6139.95	0.84	10.56	-1.77	5.1	39.38	804391	3816.0	11184.0	15000.0
62.52	28.7	-6139.95	0.84	10.56	-1.77	5.1	39.37	804392	3817.0	11183.0	15000.0
62.46	28.7	-6140.81	0.71	10.6	1.5	3.89	39.36	804393	3818.0	11182.0	15000.0
62.4	28.7	-6140.81	0.71	10.6	1.5	3.89	39.37	804394	3819.0	11181.0	15000.0
62.34	28.7	-6145.08	0.69	10.55	1.15	5.61	39.38	804395	3820.0	11180.0	15000.0
62.28	28.7	-6145.08	0.69	10.55	1.15	5.61	39.37	804396	3821.0	11179.0	15000.0
62.22	28.7	-6139.95	0.77	10.63	0.58	3.38	39.36	804397	3822.0	11178.0	15000.0
62.16	28.7	-6139.95	0.77	10.63	0.58	3.38	39.37	804398	3823.0	11177.0	15000.0
62.1	28.7	-6144.65	0.69	10.59	1.67	4.99	39.38	804399	3824.0	11176.0	15000.0
62.04	28.7	-6144.65	0.69	10.59	1.67	4.99	39.38	804400	3825.0	11175.0	15000.0
61.96	28.7	-6144.65	0.69	10.59	1.67	4.99	39.38	804401	3826.0	11174.0	15000.0
61.89	28.7	-6144.65	0.69	10.59	1.67	4.99	39.37	804402	3827.0	11173.0	15000.0
61.8	28.7	-6136.96	0.77	10.5	-0.97	6.1	39.37	804403	3828.0	11172.0	15000.0
61.72	28.7	-6136.96	0.77	10.5	-0.97	6.1	39.36	804404	3829.0	11171.0	15000.0
61.63	28.7	-6137.82	0.8	10.56	-0.78	4.15	39.36	804405	3830.0	11170.0	15000.0
