EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
124.33	27.6	-2608.34	6.67	6.26	25.15	78.56	43.83	428697	10640.0	4360.0	15000.0
124.27	27.6	-2608.34	6.67	6.26	25.15	78.56	43.84	428698	10641.0	4359.0	15000.0
124.2	27.7	-11254.09	11.89	17.29	11.05	40.23	43.85	428699	10642.0	4358.0	15000.0
124.13	27.7	-11254.09	11.89	17.29	11.05	40.23	43.85	428700	10643.0	4357.0	15000.0
124.04	27.7	-11834.71	-0.21	18.99	1.18	0.03	43.86	428701	10644.0	4356.0	15000.0
123.93	27.7	-11834.71	-0.21	18.99	1.18	0.03	43.88	428702	10645.0	4355.0	15000.0
123.8	27.7	-10984.49	0.87	18.16	0.03	3.3	43.89	428703	10646.0	4354.0	15000.0
123.63	27.7	-10984.49	0.87	18.16	0.03	3.3	43.9	428704	10647.0	4353.0	15000.0
123.43	27.7	-10650.82	1.48	17.72	-0.59	5.59	43.92	428705	10648.0	4352.0	15000.0
123.19	27.7	-10650.82	1.48	17.72	-0.59	5.59	43.93	428706	10649.0	4351.0	15000.0
122.91	27.7	-10561.95	1.65	17.7	-0.13	5.77	43.93	428707	10650.0	4350.0	15000.0
122.58	27.7	-10561.95	1.65	17.7	-0.13	5.77	43.93	428708	10651.0	4349.0	15000.0
122.2	27.7	-10538.02	1.71	17.67	-0.03	5.79	43.93	428709	10652.0	4348.0	15000.0
121.78	27.7	-10538.02	1.71	17.67	-0.03	5.79	43.93	428710	10653.0	4347.0	15000.0
121.35	27.7	-10541.01	1.65	17.59	-0.51	7.09	43.94	428711	10654.0	4346.0	15000.0
120.91	27.7	-10541.01	1.65	17.59	-0.51	7.09	43.94	428712	10655.0	4345.0	15000.0
120.46	27.7	-10541.01	1.65	17.59	-0.51	7.09	43.94	428713	10656.0	4344.0	15000.0
120.01	27.7	-10541.01	1.65	17.59	-0.51	7.09	43.95	428714	10657.0	4343.0	15000.0
119.56	27.7	-10536.31	1.65	17.64	0.06	6.18	43.96	428715	10658.0	4342.0	15000.0
119.11	27.7	-10536.31	1.65	17.64	0.06	6.18	43.96	428716	10659.0	4341.0	15000.0
118.67	27.7	-10530.76	1.68	17.62	-0.27	5.99	43.95	428717	10660.0	4340.0	15000.0
118.23	27.7	-10530.76	1.68	17.62	-0.27	5.99	43.95	428718	10661.0	4339.0	15000.0
117.8	27.7	-10529.9	1.7	17.62	-0.47	6.07	43.95	428719	10662.0	4338.0	15000.0
117.38	27.7	-10529.9	1.7	17.62	-0.47	6.07	43.96	428720	10663.0	4337.0	15000.0
116.96	27.7	-10535.03	1.7	17.6	0.54	7.15	43.97	428721	10664.0	4336.0	15000.0
116.54	27.7	-10535.03	1.7	17.6	0.54	7.15	43.96	428722	10665.0	4335.0	15000.0
116.12	27.7	-10535.89	1.64	17.64	-0.6	6.24	43.95	428723	10666.0	4334.0	15000.0
115.7	27.7	-10535.89	1.64	17.64	-0.6	6.24	43.96	428724	10667.0	4333.0	15000.0
115.28	27.7	-10528.2	1.66	17.62	0.07	6.5	43.96	428725	10668.0	4332.0	15000.0
114.86	27.7	-10528.2	1.66	17.62	0.07	6.5	43.96	428726	10669.0	4331.0	15000.0
114.44	27.7	-10538.02	1.65	17.61	0.02	6.5	43.97	428727	10670.0	4330.0	15000.0
114.02	27.7	-10538.02	1.65	17.61	0.02	6.5	43.96	428728	10671.0	4329.0	15000.0
113.6	27.7	-10538.02	1.64	17.65	-0.58	5.62	43.95	428729	10672.0	4328.0	15000.0
113.18	27.7	-10538.02	1.64	17.65	-0.58	5.62	43.95	428730	10673.0	4327.0	15000.0
112.77	27.7	-10528.2	1.67	17.6	-0.23	6.83	43.95	428731	10674.0	4326.0	15000.0
112.35	27.7	-10528.2	1.67	17.6	-0.23	6.83	43.94	428732	10675.0	4325.0	15000.0
111.94	27.7	-10297.48	2.18	17.25	-0.96	8.3	43.94	428733	10676.0	4324.0	15000.0
111.53	27.7	-10297.48	2.18	17.25	-0.96	8.3	43.94	428734	10677.0	4323.0	15000.0
111.12	27.7	-9426.76	8.6	15.6	4.74	37.92	43.94	428735	10678.0	4322.0	15000.0
110.71	27.7	-9426.76	8.6	15.6	4.74	37.92	43.94	428736	10679.0	4321.0	15000.0
110.3	27.7	-9426.76	8.6	15.6	4.74	37.92	43.94	428737	10680.0	4320.0	15000.0
109.9	27.7	-9426.76	8.6	15.6	4.74	37.92	43.94	428738	10681.0	4319.0	15000.0
109.5	27.5	-9598.94	11.81	15.04	9.01	52.51	43.94	428739	10682.0	4318.0	15000.0
109.11	27.5	-9598.94	11.81	15.04	9.01	52.51	43.94	428740	10683.0	4317.0	15000.0
108.73	27.5	-9963.8	13.42	15.21	10.97	57.04	43.94	428741	10684.0	4316.0	15000.0
108.37	27.5	-9963.8	13.42	15.21	10.97	57.04	43.94	428742	10685.0	4315.0	15000.0
108.02	27.5	-10182.55	14.25	15.36	13.91	60.39	43.95	428743	10686.0	4314.0	15000.0
107.68	27.5	-10182.55	14.25	15.36	13.91	60.39	43.96	428744	10687.0	4313.0	15000.0
