EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
42.31	24.3	-695.56	2.84	4.76	-10.05	54.06	29.15	228367	0.0	15000.0	15000.0
42.31	24.3	-695.56	2.84	4.76	-10.05	54.06	29.16	228368	1.0	14999.0	15000.0
42.3	24.3	-10201.35	16.39	11.01	34.37	66.44	29.17	228369	2.0	14998.0	15000.0
42.29	24.3	-10201.35	16.39	11.01	34.37	66.44	29.18	228370	3.0	14997.0	15000.0
42.28	24.3	-12970.33	1.04	19.01	7.11	2.94	29.19	228371	4.0	14996.0	15000.0
42.26	24.3	-12970.33	1.04	19.01	7.11	2.94	29.19	228372	5.0	14995.0	15000.0
42.24	24.3	-12035.52	1.54	19.67	2.5	4.18	29.2	228373	6.0	14994.0	15000.0
42.22	24.3	-12035.52	1.54	19.67	2.5	4.18	29.22	228374	7.0	14993.0	15000.0
42.19	24.3	-11666.81	2.25	19.8	1.2	8.43	29.25	228375	8.0	14992.0	15000.0
42.15	24.3	-11666.81	2.25	19.8	1.2	8.43	29.26	228376	9.0	14991.0	15000.0
42.11	24.3	-11548.03	2.47	19.69	-0.76	9.02	29.27	228377	10.0	14990.0	15000.0
42.06	24.3	-11548.03	2.47	19.69	-0.76	9.02	29.29	228378	11.0	14989.0	15000.0
42.0	24.3	-11520.26	2.6	19.67	-1.84	9.71	29.3	228379	12.0	14988.0	15000.0
41.94	24.3	-11520.26	2.6	19.67	-1.84	9.71	29.29	228380	13.0	14987.0	15000.0
41.87	24.3	-11501.04	2.56	19.67	-1.06	9.09	29.27	228381	14.0	14986.0	15000.0
41.8	24.3	-11501.04	2.56	19.67	-1.06	9.09	29.28	228382	15.0	14985.0	15000.0
41.73	24.3	-11498.9	2.52	19.66	-0.37	9.25	29.29	228383	16.0	14984.0	15000.0
41.65	24.3	-11498.9	2.52	19.66	-0.37	9.25	29.31	228384	17.0	14983.0	15000.0
41.58	24.3	-11501.46	2.49	19.65	1.23	9.17	29.32	228385	18.0	14982.0	15000.0
41.5	24.3	-11501.46	2.49	19.65	1.23	9.17	29.32	228386	19.0	14981.0	15000.0
41.43	24.3	-11495.05	2.56	19.7	-0.27	8.07	29.31	228387	20.0	14980.0	15000.0
41.36	24.3	-11495.05	2.56	19.7	-0.27	8.07	29.31	228388	21.0	14979.0	15000.0
41.3	24.4	-11504.88	2.44	19.66	1.28	8.82	29.31	228389	22.0	14978.0	15000.0
41.24	24.4	-11504.88	2.44	19.66	1.28	8.82	29.33	228390	23.0	14977.0	15000.0
41.18	24.4	-11494.2	2.51	19.65	-0.17	8.77	29.35	228391	24.0	14976.0	15000.0
41.12	24.4	-11494.2	2.51	19.65	-0.17	8.77	29.35	228392	25.0	14975.0	15000.0
41.06	24.4	-11500.18	2.48	19.67	1.3	8.22	29.35	228393	26.0	14974.0	15000.0
41.0	24.4	-11500.18	2.48	19.67	1.3	8.22	29.35	228394	27.0	14973.0	15000.0
40.94	24.4	-11500.18	2.48	19.67	1.3	8.22	29.35	228395	28.0	14972.0	15000.0
40.88	24.4	-11500.18	2.48	19.67	1.3	8.22	29.35	228396	29.0	14971.0	15000.0
40.82	24.4	-11505.73	2.5	19.64	0.05	9.45	29.35	228397	30.0	14970.0	15000.0
40.76	24.4	-11505.73	2.5	19.64	0.05	9.45	29.35	228398	31.0	14969.0	15000.0
40.7	24.3	-11496.34	2.43	19.66	1.11	8.89	29.35	228399	32.0	14968.0	15000.0
40.64	24.3	-11496.34	2.43	19.66	1.11	8.89	29.35	228400	33.0	14967.0	15000.0
40.57	24.3	-11499.33	2.48	19.61	-0.82	9.13	29.35	228401	34.0	14966.0	15000.0
40.49	24.3	-11499.33	2.48	19.61	-0.82	9.13	29.34	228402	35.0	14965.0	15000.0
40.42	24.3	-11512.57	2.42	19.61	1.03	10.71	29.33	228403	36.0	14964.0	15000.0
40.34	24.3	-11512.57	2.42	19.61	1.03	10.71	29.33	228404	37.0	14963.0	15000.0
40.27	24.3	-11078.49	4.53	18.94	-0.71	17.63	29.33	228405	38.0	14962.0	15000.0
40.2	24.3	-11078.49	4.53	18.94	-0.71	17.63	29.33	228406	39.0	14961.0	15000.0
40.13	24.3	-10907.16	7.84	18.24	2.42	30.41	29.33	228407	40.0	14960.0	15000.0
40.06	24.3	-10907.16	7.84	18.24	2.42	30.41	29.34	228408	41.0	14959.0	15000.0
40.0	24.3	-11087.46	9.11	17.9	5.05	34.31	29.35	228409	42.0	14958.0	15000.0
39.95	24.3	-11087.46	9.11	17.9	5.05	34.31	29.36	228410	43.0	14957.0	15000.0
39.91	24.3	-11233.58	9.65	17.58	9.24	36.62	29.36	228411	44.0	14956.0	15000.0
39.88	24.3	-11233.58	9.65	17.58	9.24	36.62	29.35	228412	45.0	14955.0	15000.0
39.85	24.3	-11336.97	10.18	17.33	9.24	37.05	29.33	228413	46.0	14954.0	15000.0
39.83	24.3	-11336.97	10.18	17.33	9.24	37.05	29.34	228414	47.0	14953.0	15000.0
39.81	24.3	-11397.64	10.42	17.18	11.48	37.41	29.36	228415	48.0	14952.0	15000.0
39.79	24.3	-11397.64	10.42	17.18	11.48	37.41	29.35	228416	49.0	14951.0	15000.0
39.77	24.3	-11434.81	10.59	17.09	10.77	38.36	29.35	228417	50.0	14950.0	15000.0
39.74	24.3	-11434.81	10.59	17.09	10.77	38.36	29.36	228418	51.0	14949.0	15000.0
39.7	24.3	-11462.58	10.57	17.01	13.43	39.12	29.37	228419	52.0	14948.0	15000.0
39.65	24.3	-11462.58	10.57	17.01	13.43	39.12	29.38	228420	53.0	14947.0	15000.0
39.6	24.3	-11475.83	10.72	16.99	11.2	38.17	29.38	228421	54.0	14946.0	15000.0
39.54	24.3	-11475.83	10.72	16.99	11.2	38.17	29.4	228422	55.0	14945.0	15000.0
39.48	24.3	-11485.23	10.79	16.93	11.01	39.72	29.42	228423	56.0	14944.0	15000.0
39.42	24.3	-11485.23	10.79	16.93	11.01	39.72	29.41	228424	57.0	14943.0	15000.0
39.37	24.3	-11490.78	10.77	16.91	11.44	39.54	29.4	228425	58.0	14942.0	15000.0
39.31	24.3	-11490.78	10.77	16.91	11.44	39.54	29.4	228426	59.0	14941.0	15000.0
39.26	24.3	-11490.78	10.77	16.91	11.44	39.54	29.4	228427	60.0	14940.0	15000.0
39.23	24.3	-11490.78	10.77	16.91	11.44	39.54	29.43	228428	61.0	14939.0	15000.0
39.2	24.3	-11491.64	10.86	16.9	11.37	39.6	29.46	228429	62.0	14938.0	15000.0
39.18	24.3	-11491.64	10.86	16.9	11.37	39.6	29.46	228430	63.0	14937.0	15000.0
39.16	24.3	-11493.77	10.78	16.86	13.67	40.84	29.46	228431	64.0	14936.0	15000.0
39.14	24.3	-11493.77	10.78	16.86	13.67	40.84	29.46	228432	65.0	14935.0	15000.0
39.12	24.3	-11497.62	10.87	16.98	11.62	38.03	29.47	228433	66.0	14934.0	15000.0
39.1	24.3	-11497.62	10.87	16.98	11.62	38.03	29.49	228434	67.0	14933.0	15000.0
39.08	24.3	-11501.46	10.79	16.95	11.9	38.53	29.52	228435	68.0	14932.0	15000.0
39.06	24.3	-11501.46	10.79	16.95	11.9	38.53	29.54	228436	69.0	14931.0	15000.0
39.04	24.3	-11499.33	10.72	16.98	14.26	37.74	29.56	228437	70.0	14930.0	15000.0
39.02	24.3	-11499.33	10.72	16.98	14.26	37.74	29.55	228438	71.0	14929.0	15000.0
39.0	24.3	-11498.04	10.8	16.98	11.73	39.44	29.53	228439	72.0	14928.0	15000.0
38.98	24.3	-11498.04	10.8	16.98	11.73	39.44	29.55	228440	73.0	14927.0	15000.0
38.96	24.3	-11495.48	10.78	16.99	12.04	38.66	29.58	228441	74.0	14926.0	15000.0
38.94	24.3	-11495.48	10.78	16.99	12.04	38.66	29.6	228442	75.0	14925.0	15000.0
38.92	24.3	-11499.33	10.76	16.94	14.77	37.81	29.61	228443	76.0	14924.0	15000.0
38.9	24.3	-11499.33	10.76	16.94	14.77	37.81	29.61	228444	77.0	14923.0	15000.0
38.88	24.3	-11498.04	10.8	16.89	12.42	39.65	29.61	228445	78.0	14922.0	15000.0
38.86	24.3	-11498.04	10.8	16.89	12.42	39.65	29.61	228446	79.0	14921.0	15000.0
38.84	24.3	-11497.19	10.8	16.95	12.41	38.45	29.61	228447	80.0	14920.0	15000.0
38.82	24.3	-11497.19	10.8	16.95	12.41	38.45	29.62	228448	81.0	14919.0	15000.0
38.8	24.3	-11504.45	10.84	16.98	11.1	38.65	29.63	228449	82.0	14918.0	15000.0
38.78	24.3	-11504.45	10.84	16.98	11.1	38.65	29.65	228450	83.0	14917.0	15000.0
38.76	24.3	-11496.34	10.79	16.92	12.1	39.63	29.67	228451	84.0	14916.0	15000.0
38.75	24.3	-11496.34	10.79	16.92	12.1	39.63	29.67	228452	85.0	14915.0	15000.0
38.74	24.3	-11496.34	10.79	16.92	12.1	39.63	29.67	228453	86.0	14914.0	15000.0
38.72	24.3	-11496.34	10.79	16.92	12.1	39.63	29.66	228454	87.0	14913.0	15000.0
38.72	24.3	-11496.34	10.86	16.93	13.68	40.16	29.66	228455	88.0	14912.0	15000.0
38.71	24.3	-11496.34	10.86	16.93	13.68	40.16	29.66	228456	89.0	14911.0	15000.0
38.7	24.3	-11501.46	10.82	16.92	11.62	39.51	29.66	228457	90.0	14910.0	15000.0
38.7	24.3	-11501.46	10.82	16.92	11.62	39.51	29.67	228458	91.0	14909.0	15000.0
38.7	24.3	-11497.19	10.77	16.96	11.96	38.49	29.69	228459	92.0	14908.0	15000.0
38.7	24.3	-11497.19	10.77	16.96	11.96	38.49	29.69	228460	93.0	14907.0	15000.0
38.7	24.3	-11499.75	10.86	16.93	11.35	39.27	29.7	228461	94.0	14906.0	15000.0
38.7	24.3	-11499.75	10.86	16.93	11.35	39.27	29.7	228462	95.0	14905.0	15000.0
38.7	24.3	-11501.89	10.79	16.94	12.77	38.23	29.71	228463	96.0	14904.0	15000.0
38.7	24.3	-11501.89	10.79	16.94	12.77	38.23	29.74	228464	97.0	14903.0	15000.0
38.7	24.3	-11499.33	10.8	16.9	12.52	40.07	29.77	228465	98.0	14902.0	15000.0
38.7	24.3	-11499.33	10.8	16.9	12.52	40.07	29.77	228466	99.0	14901.0	15000.0
38.7	24.3	-11499.75	10.75	16.95	14.0	40.05	29.76	228467	100.0	14900.0	15000.0
38.7	24.3	-11499.75	10.75	16.95	14.0	40.05	29.76	228468	101.0	14899.0	15000.0
38.7	24.3	-11498.04	10.81	16.99	12.01	37.77	29.76	228469	102.0	14898.0	15000.0
38.7	24.3	-11498.04	10.81	16.99	12.01	37.77	29.77	228470	103.0	14897.0	15000.0
38.7	24.3	-11499.75	10.79	16.92	11.63	38.87	29.78	228471	104.0	14896.0	15000.0
38.7	24.3	-11499.75	10.79	16.92	11.63	38.87	29.8	228472	105.0	14895.0	15000.0
38.7	24.3	-11501.04	10.82	16.94	12.7	38.64	29.81	228473	106.0	14894.0	15000.0
38.7	24.3	-11501.04	10.82	16.94	12.7	38.64	29.8	228474	107.0	14893.0	15000.0
38.7	24.3	-11501.89	10.87	16.97	11.32	37.56	29.8	228475	108.0	14892.0	15000.0
38.7	24.3	-11501.89	10.87	16.97	11.32	37.56	29.81	228476	109.0	14891.0	15000.0
38.7	24.3	-11495.48	10.85	16.92	12.11	38.96	29.83	228477	110.0	14890.0	15000.0
38.7	24.3	-11495.48	10.85	16.92	12.11	38.96	29.85	228478	111.0	14889.0	15000.0
38.7	24.3	-11502.32	10.76	16.95	13.95	37.78	29.87	228479	112.0	14888.0	15000.0
38.7	24.3	-11502.32	10.76	16.95	13.95	37.78	29.86	228480	113.0	14887.0	15000.0
38.7	24.3	-11501.46	10.79	16.94	11.62	38.54	29.84	228481	114.0	14886.0	15000.0
38.7	24.3	-11501.46	10.79	16.94	11.62	38.54	29.84	228482	115.0	14885.0	15000.0
38.7	24.3	-11501.46	10.79	16.94	11.62	38.54	29.84	228483	116.0	14884.0	15000.0
38.7	24.3	-11501.46	10.79	16.94	11.62	38.54	29.85	228484	117.0	14883.0	15000.0
38.7	24.3	-11500.61	10.8	16.92	11.92	39.29	29.86	228485	118.0	14882.0	15000.0
38.7	24.3	-11500.61	10.8	16.92	11.92	39.29	29.87	228486	119.0	14881.0	15000.0
38.7	24.3	-11498.47	10.8	16.96	13.0	37.9	29.89	228487	120.0	14880.0	15000.0
38.7	24.3	-11498.47	10.8	16.96	13.0	37.9	29.9	228488	121.0	14879.0	15000.0
38.7	24.3	-11501.04	10.77	16.96	12.42	39.45	29.9	228489	122.0	14878.0	15000.0
38.7	24.3	-11501.04	10.77	16.96	12.42	39.45	29.89	228490	123.0	14877.0	15000.0
38.7	24.3	-11500.18	10.78	16.88	13.92	39.72	29.88	228491	124.0	14876.0	15000.0
38.69	24.3	-11500.18	10.78	16.88	13.92	39.72	29.9	228492	125.0	14875.0	15000.0
38.69	24.3	-11496.76	10.79	16.95	12.55	38.17	29.92	228493	126.0	14874.0	15000.0
38.69	24.3	-11496.76	10.79	16.95	12.55	38.17	29.92	228494	127.0	14873.0	15000.0
38.69	24.3	-11498.47	10.89	16.91	11.85	39.75	29.92	228495	128.0	14872.0	15000.0
38.69	24.3	-11498.47	10.89	16.91	11.85	39.75	29.91	228496	129.0	14871.0	15000.0
38.69	24.3	-11500.61	10.77	16.88	14.02	41.03	29.91	228497	130.0	14870.0	15000.0
38.69	24.3	-11500.61	10.77	16.88	14.02	41.03	29.91	228498	131.0	14869.0	15000.0
38.7	24.3	-11504.45	10.8	16.96	12.31	37.52	29.92	228499	132.0	14868.0	15000.0
38.71	24.3	-11504.45	10.8	16.96	12.31	37.52	29.92	228500	133.0	14867.0	15000.0
38.72	24.3	-11496.76	10.8	16.96	11.97	38.78	29.92	228501	134.0	14866.0	15000.0
38.73	24.3	-11496.76	10.8	16.96	11.97	38.78	29.93	228502	135.0	14865.0	15000.0
38.74	24.3	-11499.33	10.74	16.93	13.78	40.3	29.94	228503	136.0	14864.0	15000.0
38.75	24.3	-11499.33	10.74	16.93	13.78	40.3	29.94	228504	137.0	14863.0	15000.0
38.76	24.3	-11506.59	10.86	16.95	11.86	38.19	29.94	228505	138.0	14862.0	15000.0
38.77	24.3	-11506.59	10.86	16.95	11.86	38.19	29.94	228506	139.0	14861.0	15000.0
38.78	24.3	-11499.33	10.79	16.98	11.24	38.2	29.94	228507	140.0	14860.0	15000.0
38.79	24.3	-11499.33	10.79	16.98	11.24	38.2	29.94	228508	141.0	14859.0	15000.0
38.8	24.3	-11495.05	10.78	16.99	12.54	37.64	29.95	228509	142.0	14858.0	15000.0
38.81	24.3	-11495.05	10.78	16.99	12.54	37.64	29.97	228510	143.0	14857.0	15000.0
38.82	24.3	-11501.46	10.82	16.96	13.35	38.66	29.99	228511	144.0	14856.0	15000.0
38.83	24.3	-11501.46	10.82	16.96	13.35	38.66	29.97	228512	145.0	14855.0	15000.0
38.84	24.3	-11497.62	10.87	16.89	11.49	39.53	29.96	228513	146.0	14854.0	15000.0
